,traj_id,time,locx,locy,mode,duration,dx,dy,distance,speed,acc,cos,TG,GSD,GG
13,GSD2,8.628865316876041,132,163,2,4.706263894572271,0.0,-5.0,5.0,63.7448317222478,13.5446785709923,0.7680848422766032,1,1,0
14,GSD2,14.187208615210007,135,162,2,5.558343298333966,3.0,-1.0,3.1622776601683795,34.13546976613942,-5.327012090991818,0.9240021360751424,1,1,1
15,GSD2,19.861287182371832,138,161,2,5.674078567161825,3.0,-1.0,3.1622776601683795,33.43920204210515,-0.12271027194862137,0.0,1,1,1
16,GSD2,24.63160817105813,140,158,2,4.770320988686297,2.0,-3.0,3.605551275463989,45.34979449829759,2.4968115320626483,0.0,0,1,0
17,GSD2,30.628582707688917,140,155,2,5.996974536630788,0.0,-3.0,3.0,30.015134948551466,-2.557065976531797,0.35375034035847247,0,0,0
18,GSD2,34.862226116612085,144,153,2,4.233643408923168,4.0,-2.0,4.47213595499958,63.379961745107,7.880877904415175,0.3825250499864642,0,1,0
19,GSD2,40.69683245498444,146,151,2,5.834606338372353,2.0,-2.0,2.8284271247461903,29.08604585174348,-5.877674328741482,0.5267812563906609,0,1,0
20,GSD2,45.74355873372397,151,149,2,5.046726278739534,5.0,-2.0,5.385164807134504,64.02366020706197,6.922827279636905,0.9825871229834949,0,0,0
21,GSD2,51.63825328933563,153,145,2,5.8946945556116574,2.0,-4.0,4.47213595499958,45.520281800611805,-3.138988497518541,0.0,0,0,0
22,GSD2,55.18267401310501,155,145,2,3.5444207237693774,2.0,0.0,2.0,33.856025949533404,-3.2908779064675597,0.0,0,1,1
23,GSD2,59.37324675264789,158,145,2,4.19057273954288,3.0,0.0,3.0,42.953555799543274,2.170951422502275,-0.7168585705854353,0,1,0
24,GSD2,65.49501283799192,164,143,2,6.121766085344035,6.0,-2.0,6.324555320336759,61.9875561937417,3.1092335330758956,-0.8744581886233544,0,0,0
25,GSD2,71.07498915542156,167,144,2,5.57997631742964,3.0,1.0,3.1622776601683795,34.00312990889235,-5.015151443821916,-0.6593961755132729,0,1,0
26,GSD2,76.6713575190563,172,143,2,5.596368363634738,5.0,-1.0,5.0990195135927845,54.6678043574787,3.692515057240626,-0.8416339350651528,0,1,0
27,GSD2,81.8110908646301,176,142,2,5.139733345573802,4.0,-1.0,4.123105625617661,48.13213466611103,-1.2715970366431584,-0.7837202375352639,0,1,0
28,GSD2,86.57925701719805,180,141,2,4.768166152567943,4.0,-1.0,4.123105625617661,51.882910456848755,0.7866285843914457,0.0,0,1,0
29,GSD2,93.00935037862791,186,141,2,6.4300933614298685,6.0,0.0,6.0,55.98674541172546,0.638223230084505,0.0,0,1,0
30,GSD2,97.5669257604186,184,141,2,4.557575381790684,-2.0,0.0,2.0,26.329789405008516,-6.507178383753828,-0.9883555535587466,0,1,0
31,GSD3,6.06794996458451,141,268,0,0.0,0.0,0.0,0.0,0.0,-26.329789405008516,-0.20003258683770656,0,0,0
32,GSD3,11.41461153243844,137,268,2,5.346661567853931,-4.0,0.0,4.0,44.887823355599515,8.395486190014605,-0.5147223675956326,0,1,0
33,GSD3,14.564913519625955,135,268,2,3.1503019871875146,-2.0,0.0,2.0,38.09158629491645,-2.157328753980985,0.0,0,0,0
34,GSD3,21.013546771968475,130,266,2,6.448633252342519,-5.0,-2.0,5.385164807134504,50.10517357467924,1.862966431747185,0.0,0,1,0
35,GSD3,26.44988984221831,126,266,2,5.436343070249837,-4.0,0.0,4.0,44.147324202806494,-1.095929615714805,0.5723537523959263,0,1,0
36,GSD3,31.77969079819305,123,266,2,5.32980095597474,-3.0,0.0,3.0,33.77236814035595,-1.9465935310060976,0.7445337953617132,0,0,0
37,GSD3,36.56345617004378,122,263,2,4.783765371850727,-1.0,-3.0,3.1622776601683795,39.66261822257769,1.2312999539822624,0.7699740860294247,0,0,0
38,GSD3,43.19819486949461,122,263,0,6.634738699450828,0.0,0.0,0.0,0.0,-5.978022650064674,0.7880694572240529,0,0,0
39,GSD4,6.409299658940581,61,135,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5076923076923076,1,1,1
40,GSD4,13.286207877696365,65,135,2,6.8769082187557835,4.0,0.0,4.0,34.89940426214128,5.074868407718188,0.9959476307137719,0,1,0
41,GSD4,18.411761282591065,70,134,2,5.125553404894701,5.0,-1.0,5.0990195135927845,59.68939286115044,4.836548688642225,0.9268496322926044,0,1,0
42,GSD4,24.144420212591974,74,134,2,5.732658930000909,4.0,0.0,4.0,41.86538967877546,-3.1092034952744267,0.8143410154360893,1,1,0
43,GSD4,31.446055152851937,81,135,2,7.301634940259962,7.0,1.0,7.0710678118654755,58.10535204555479,2.2241542475966534,0.0,0,0,0
44,GSD4,36.659576609320936,85,134,2,5.213521456469,4.0,-1.0,4.123105625617661,47.45091002360788,-2.0436171809989863,0.0,1,1,0
45,GSD4,42.90071484971965,88,131,2,6.241138240398712,3.0,-3.0,4.242640687119285,40.78718198860065,-1.0677103724242332,0.9846900741366567,0,1,0
46,GSD4,48.19578002543705,90,125,2,5.295065175717404,2.0,-6.0,6.324555320336759,71.6654671146314,5.831521256364364,-0.2200549469614926,0,1,0
47,GSD4,54.58113131752387,90,122,2,6.385351292086817,0.0,-3.0,3.0,28.189521886300735,-6.808700608564662,-0.3448174626796145,0,0,0
48,GSD4,60.00789512582989,94,117,2,5.426763808306021,4.0,-5.0,6.4031242374328485,70.79494664167005,7.8509819591114125,0.0,0,1,0
49,GSD4,65.17050055479623,92,118,2,5.162605428966344,-2.0,1.0,2.23606797749979,25.987668532098084,-8.679198657748916,0.0,0,1,0
50,GSD5,3.4961387757971845,98,277,0,0.0,0.0,0.0,0.0,0.0,-25.987668532098084,-0.40466553543844064,1,1,1
51,GSD5,7.104865951449785,99,275,2,3.6087271756526005,1.0,-2.0,2.23606797749979,37.17767293553446,10.302156723391334,-0.3250797685110479,1,1,1
52,GSD5,11.307235324209625,99,272,2,4.20236937275984,0.0,-3.0,3.0,42.83297921567228,1.3457423130855792,-0.7295372041400852,1,1,1
53,GSD5,14.6856615565139,101,270,2,3.3784262323042746,2.0,-2.0,2.8284271247461903,50.23215420897994,2.1901247754227304,-0.9871290173302689,1,1,1
54,GSD5,19.65707061302192,102,267,2,4.971409056508019,1.0,-3.0,3.1622776601683795,38.16556985221735,-2.427196036296058,-0.26382828759838944,1,1,1
55,GSD5,25.60017617752488,103,264,2,5.943105564502961,1.0,-3.0,3.1622776601683795,31.925507220225693,-1.0499666486259922,-0.8590359334196306,1,1,1
56,GSD5,30.77519593925303,104,259,2,5.1750197617281515,1.0,-5.0,5.0990195135927845,59.11884106765242,5.254730435724125,-0.5804184296444412,1,1,1
57,GSD5,36.04115671053427,105,254,2,5.265960771281236,1.0,-5.0,5.0990195135927845,58.09788262838312,-0.19387885394765214,-0.9037378388935388,1,1,1
58,GSD5,42.10186397424285,106,248,2,6.060707263708586,1.0,-6.0,6.082762530298219,60.21834349322594,0.34987020038735467,-0.9725208956653375,0,0,0
59,GSD5,45.91949273368382,108,245,2,3.8176287594409644,2.0,-3.0,3.605551275463989,56.66687102376035,-0.930282301725338,-0.0,1,1,1
60,GSD5,50.90123625965201,109,242,2,4.9817435259681915,1.0,-3.0,3.1622776601683795,38.08639658406097,-3.729713170267693,0.0,1,1,1
61,GSD5,56.94716599768488,110,238,2,6.045929738032868,1.0,-4.0,4.123105625617661,40.91783203844351,0.4683209327708438,-0.8795649200801914,1,1,1
62,GSD5,62.50670843966688,111,233,2,5.559542441982003,1.0,-5.0,5.0990195135927845,55.02991910005054,2.5383540478154902,-0.8750629279745198,1,1,1
63,GSD5,67.57250927851325,112,229,2,5.065800838846371,1.0,-4.0,4.123105625617661,48.83459603070314,-1.2229701218886164,-0.9211812648669085,0,0,0
64,GSD5,72.01858695529737,112,224,2,4.446077676784114,0.0,-5.0,5.0,67.47520439566242,4.19259619828374,-0.8114529654278427,0,0,0
65,GSD5,77.73035271889422,111,219,2,5.711765763596858,-1.0,-5.0,5.0990195135927845,53.563325857205214,-2.435652846116803,-0.0,0,1,0
66,GSD5,80.99780918446743,111,216,2,3.267456465573204,0.0,-3.0,3.0,55.08872173096357,0.46684504899463397,0.0,0,1,0
67,GSD5,86.6914419398055,111,216,0,5.693632755338072,0.0,0.0,0.0,0.0,-9.675496137209601,0.9384069636156089,0,1,0
68,GSD6,2.998005161456502,82,134,0,0.0,0.0,0.0,0.0,0.0,0.0,0.8144656002901703,1,1,0
69,GSD6,7.983076936160804,85,133,2,4.985071774704302,3.0,-1.0,3.1622776601683795,38.06096846446255,7.63498906025685,0.7981403456235815,1,1,0
70,GSD6,11.786717087592798,86,130,2,3.8036401514319946,1.0,-3.0,3.1622776601683795,49.88291532748457,3.1080613287172536,-0.12914374738853795,0,0,0
71,GSD6,17.29329679279163,88,128,2,5.506579705198831,2.0,-2.0,2.8284271247461903,30.818699913587047,-3.4620792641753204,0.0,0,1,0
72,GSD6,21.28292906589224,90,127,2,3.989632273100611,2.0,-1.0,2.23606797749979,33.628181613269206,0.704195651971384,0.0,0,1,0
73,GSD6,27.418224829395022,92,120,2,6.135295763502782,2.0,-7.0,7.280109889280518,71.19568643377806,6.123177474831418,-0.6667948594698256,0,1,0
74,GSD6,29.251159731328755,90,120,2,1.8329349019337329,-2.0,0.0,2.0,65.46877353549266,-3.124449696627826,-0.2379925700192356,0,0,0
75,GSD6,34.69853775700989,94,115,2,5.447378025681132,4.0,-5.0,6.4031242374328485,70.52704116269453,0.9285692315376612,-0.2968459193961599,0,1,0
76,GSD6,40.49515530246432,96,112,2,5.796617545454431,2.0,-3.0,3.605551275463989,37.320570976341635,-5.728594292440876,0.0,0,1,1
77,GSD6,47.10396839581595,96,107,2,6.608813093351628,0.0,-5.0,5.0,45.39393015998527,1.2216050097959823,0.0,0,1,0
78,GSD6,51.36583652133109,96,104,2,4.261868125515143,0.0,-3.0,3.0,42.234999934035486,-0.7412078771367318,-0.690732394300295,0,0,0
79,GSD6,56.42879193892164,97,99,2,5.062955417590551,1.0,-5.0,5.0990195135927845,60.42738787559062,3.593234867988004,-0.8301102429709014,1,1,0
80,GSD6,61.33567259782031,100,94,2,4.906880658898672,3.0,-5.0,5.830951894845301,71.29929134433891,2.2156445661730126,-0.7539733904860642,1,1,1
81,GSD6,64.7064557045984,98,95,2,3.3707831067780845,-2.0,1.0,2.23606797749979,39.80205026547266,-9.344190973168976,0.26320019584857496,1,1,1
82,GSD7,5.928004785346982,131,160,0,0.0,0.0,0.0,0.0,0.0,-39.80205026547266,-0.0,0,1,0
83,GSD7,9.34369200952833,129,159,2,3.4156872241813474,-2.0,-1.0,2.23606797749979,39.27879511337373,11.499529241231347,0.0,0,1,0
84,GSD7,15.490735362205026,128,153,2,6.147043352676697,-1.0,-6.0,6.082762530298219,59.37256838427384,3.2688517256268224,-0.5452195325303384,1,1,0
85,GSD7,20.34431963848273,127,151,2,4.853584276277704,-1.0,-2.0,2.23606797749979,27.64226827289792,-6.53749853823707,0.6327480496651995,1,1,1
86,GSD7,26.97281931290458,127,146,2,6.62849967442185,0.0,-5.0,5.0,45.2591106185981,2.657742054914826,0.9130879897135243,1,1,0
87,GSD7,33.752637353576375,127,146,0,6.779818040671795,0.0,0.0,0.0,0.0,-6.675564203506778,0.0,1,1,0
88,GSD8,3.810734653825671,138,269,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
89,GSD8,10.14609592439614,134,267,2,6.33536127057047,-4.0,-2.0,4.47213595499958,42.35404199385351,6.685339664937485,-0.1829962690357477,0,1,0
90,GSD8,15.790602832030189,130,267,2,5.644506907634048,-4.0,0.0,4.0,42.51921450842877,0.029262523242175365,-0.1349808192452513,0,0,0
91,GSD8,20.91459385073098,125,265,2,5.123991018700792,-5.0,-2.0,5.385164807134504,63.05824644282769,4.008405139555976,0.0,0,0,0
92,GSD8,24.174212923237636,123,265,2,3.2596190725066556,-2.0,0.0,2.0,36.814117640967076,-8.051287042469907,0.0,0,1,0
93,GSD8,29.63297484268025,120,264,2,5.458761919442615,-3.0,-1.0,3.1622776601683795,34.75818553916278,-0.3766297435470904,0.9668022764233768,0,0,0
94,GSD8,35.60322986040217,119,263,2,5.970255017721922,-1.0,-1.0,1.4142135623730951,14.212594519080211,-3.4413255311700532,0.758577309594509,0,1,0
95,GSD9,4.005417023532807,279,118,0,0.0,0.0,0.0,0.0,0.0,-14.212594519080211,0.0,0,1,1
96,GSD9,8.66638448807359,282,116,2,4.660967464540782,3.0,-2.0,3.605551275463989,46.4137709978959,9.957969316670349,0.0,0,1,1
97,GSD9,12.100667938388764,283,115,2,3.4342834503151742,1.0,-1.0,1.4142135623730951,24.707574365941902,-6.3204441176694255,-0.3648332524838778,0,1,0
98,GSD9,17.140003055594082,285,111,2,5.039335117205319,2.0,-4.0,4.47213595499958,53.246738123020975,5.663279598064543,-0.4321607086229232,0,0,0
99,GSD9,21.353286049008965,287,109,2,4.213282993414882,2.0,-2.0,2.8284271247461903,40.278715612032585,-3.0778902179741214,-0.3229052321430646,0,1,1
100,GSD9,27.243496686981164,289,106,2,5.890210637972199,2.0,-3.0,3.605551275463989,36.72756202184232,-0.6028907637525184,-0.5687032172146277,0,0,0
101,GSD9,31.786281494901985,292,103,2,4.542784807920821,3.0,-3.0,4.242640687119285,56.03576924517925,4.250301971088539,0.0,0,1,0
102,GSD9,36.64720613796888,294,105,2,4.860924643066895,2.0,2.0,2.8284271247461903,34.91221114213763,-4.3455843597925385,0.0,0,0,0
103,GSD9,41.764775386871946,295,105,2,5.117569248903067,1.0,0.0,1.0,11.724316190320394,-4.531036870050656,0.7524494415888279,0,1,0
104,GSD10,6.468002809801234,123,162,0,0.0,0.0,0.0,0.0,0.0,-11.724316190320394,0.9368806772454863,1,1,0
105,GSD10,11.310194749104378,126,163,2,4.842191939303143,3.0,1.0,3.1622776601683795,39.1840435051834,8.092211956146148,-0.0,1,1,0
106,GSD10,15.618546893699214,129,162,2,4.308352144594837,3.0,-1.0,3.1622776601683795,44.03926448958964,1.1269322519278027,0.0,1,1,0
107,GSD10,18.94119924483006,132,162,2,3.322652351130845,3.0,0.0,3.0,54.17358813922801,3.0500704192508166,-0.40227369949496883,1,1,0
108,GSD10,24.41511988971208,132,166,2,5.473920644882021,0.0,4.0,4.0,43.84426000482743,-1.887007284999325,-0.02173399540921557,0,1,0
109,GSD10,28.461163562771496,133,164,2,4.046043673059415,1.0,-2.0,2.23606797749979,33.15932537834898,-2.640835218271146,0.0,0,1,0
110,GSD11,2.7232650350530423,248,124,0,0.0,0.0,0.0,0.0,0.0,-33.15932537834898,0.0,0,1,1
111,GSD11,7.972673507737243,248,121,2,5.2494084726842,0.0,-3.0,3.0,34.28957775655052,6.532084126236247,0.9971641204866131,1,1,0
112,GSD11,12.055051806610468,250,119,2,4.082378298873225,2.0,-2.0,2.8284271247461903,41.57028454016909,1.7834473560738144,0.0620272261878061,1,1,0
113,GSD11,17.715455789814634,251,116,2,5.660403983204166,1.0,-3.0,3.1622776601683795,33.51998552984891,-1.422212802161724,0.0,0,1,0
114,GSD11,23.20458601264992,254,112,2,5.489130222835286,3.0,-4.0,5.0,54.65346745682448,3.850060222484492,0.0,0,1,1
115,GSD11,28.16813114116243,254,112,0,4.963545128512511,0.0,0.0,0.0,0.0,-11.010974221403561,0.9997472683737721,0,1,1
116,GSD11,32.251144346412595,255,112,2,4.083013205250165,1.0,0.0,1.0,14.695029622448606,3.5990649267440338,0.6766062591237862,0,1,0
117,GSD12,5.093805612255268,247,122,0,0.0,0.0,0.0,0.0,0.0,-14.695029622448606,0.0,1,1,0
118,GSD12,10.74422072088553,245,122,2,5.650415108630261,-2.0,0.0,2.0,21.237377731189323,3.7585517741434677,0.0,1,1,0
119,GSD12,15.948773175605211,247,121,2,5.204552454719682,2.0,-1.0,2.23606797749979,25.778216247647272,0.8724743493247239,0.8623473569481648,1,1,0
120,GSD12,20.098156327498025,249,119,2,4.149383151892813,2.0,-2.0,2.8284271247461903,40.89900143527532,3.6441043485536984,0.8363540942373042,1,1,0
121,GSD12,26.386628163809043,251,115,2,6.288471836311018,2.0,-4.0,4.47213595499958,42.66985116329679,0.2816025537072762,0.0,0,1,0
122,GSD12,30.52072051889377,252,112,2,4.134092355084729,1.0,-3.0,3.1622776601683795,45.89560254422862,0.7802804349458518,0.0,0,1,1
123,GSD12,33.94069121544801,255,112,2,3.419970696554241,3.0,0.0,3.0,52.63202991223208,1.9697324818574258,0.6511035594110535,0,1,0
124,GSD12,39.019725906673074,253,111,2,5.079034691225061,-2.0,-1.0,2.23606797749979,26.41527116988978,-5.161760124937998,0.5088582069363915,0,0,0
125,GSD13,4.381259610055045,160,144,0,0.0,0.0,0.0,0.0,0.0,-26.41527116988978,0.0,0,0,0
126,GSD13,10.014489152443367,164,144,2,5.633229542388323,4.0,0.0,4.0,42.60433525637003,7.563039094321558,0.0,0,1,0
127,GSD13,15.554124398114736,169,143,2,5.539635245671368,5.0,-1.0,5.0990195135927845,55.22767425068778,2.2787310778596,-0.02040391466251931,0,1,0
128,GSD13,20.271217470194397,172,144,2,4.7170930720796616,3.0,1.0,3.1622776601683795,40.223217288874075,-3.180869389799547,-0.014575710913748298,0,0,0
129,GSD13,26.56034901603621,177,141,2,6.289131545841812,5.0,-3.0,5.830951894845301,55.628843369007484,2.449563340795305,0.0,0,1,0
130,GSD13,32.94301692330654,181,140,2,6.382667907270328,4.0,-1.0,4.123105625617661,38.75908023591019,-2.643058259992094,0.0,0,1,0
131,GSD13,39.15512233754578,188,142,2,6.21210541423924,7.0,2.0,7.280109889280518,70.31538652830865,5.0798085653965,0.41244232257383084,0,1,0
132,GSD13,45.04392751325623,190,139,2,5.888805175710452,2.0,-3.0,3.605551275463989,36.736327671383684,-5.702185393299896,0.5175538008462507,0,0,0
133,GSD13,50.36319316380048,189,138,2,5.319265650544253,-1.0,-1.0,1.4142135623730951,15.951978960423569,-3.9073718209267323,0.6770891989961116,0,1,0
134,GSD14,4.672153735478487,266,110,0,0.0,0.0,0.0,0.0,0.0,-15.951978960423569,0.0,0,1,0
135,GSD14,10.57147808541004,263,113,2,5.899324349931554,-3.0,3.0,4.242640687119285,43.150439970318054,7.31447152432273,0.0,0,1,0
136,GSD14,15.273562193002256,260,113,2,4.702084107592215,-3.0,0.0,3.0,38.28089755122908,-1.035613635925051,-0.8675304286814687,0,1,0
137,GSD14,20.18012105986636,257,113,2,4.906558866864103,-3.0,0.0,3.0,36.68558859358845,-0.32513804499817045,-0.8953726679248495,0,1,1
138,GSD14,25.87651262578148,255,112,2,5.696391565915121,-2.0,-1.0,2.23606797749979,23.552467750421233,-2.3055158149152604,-0.0,0,1,0
139,GSD14,28.82767215540102,255,112,0,2.9511595296195416,0.0,0.0,0.0,0.0,-7.980750452164671,0.0,0,1,0
140,GSD15,5.401063818394353,68,178,0,0.0,0.0,0.0,0.0,0.0,0.0,0.773416481544883,1,1,1
141,GSD15,9.544119629879184,72,177,2,4.143055811484831,4.0,-1.0,4.123105625617661,59.71108012865479,14.412328205459275,0.46574643283262235,1,1,1
142,GSD15,14.245884854111775,76,175,2,4.701765224232592,4.0,-2.0,4.47213595499958,57.069663095262385,-0.5617926262627314,0.0,0,0,0
143,GSD15,20.16920816476278,81,176,2,5.9233233106510035,5.0,1.0,5.0990195135927845,51.65025692003677,-0.9149266199062156,0.0,0,1,1
144,GSD15,25.521795500885123,85,176,2,5.352587336122344,4.0,0.0,4.0,44.83812872708152,-1.272679503421286,0.7302714135188955,0,1,1
145,GSD15,31.02229930774212,90,176,2,5.500503806856997,5.0,0.0,5.0,54.54045857145235,1.7638983964115766,-0.6878948717317127,0,1,1
146,GSD15,36.084092179116375,94,179,2,5.061792871374255,4.0,3.0,5.0,59.26753773284115,0.9338744752124595,0.0,0,1,1
147,GSD15,41.74762126021284,93,177,2,5.663529081096463,-1.0,-2.0,2.23606797749979,23.68913035121436,-6.282020781067268,0.0,0,1,1
148,GSD16,3.6410110923691192,153,185,0,0.0,0.0,0.0,0.0,0.0,-23.68913035121436,-0.36606169847187664,0,1,0
149,GSD16,8.81861107022766,150,185,2,5.1775999778585415,-3.0,0.0,3.0,34.76514229947291,6.714528439458893,-0.052712536951092084,0,1,0
150,GSD16,14.115348177902929,149,185,2,5.296737107675268,-1.0,0.0,1.0,11.327728520461521,-4.424877675172754,-0.9991724591793183,0,1,0
151,GSD16,19.79582165429865,145,186,2,5.68047347639572,-4.0,1.0,4.123105625617661,43.5503023762074,5.672515502385764,-0.6191545344372866,0,0,0
152,GSD16,23.660028415265963,142,186,2,3.8642067609673134,-3.0,0.0,3.0,46.58135838335453,0.7843928119385555,0.0,0,1,0
153,GSD16,30.8356099020326,137,185,2,7.175581486766639,-5.0,-1.0,5.0990195135927845,42.63642903084445,-0.5497713822615495,0.0,0,0,0
154,GSD16,35.58814275225012,132,186,2,4.75253285021752,-5.0,1.0,5.0990195135927845,64.37434110562,4.573963560037387,-0.4412736068328113,0,1,0
155,GSD16,41.05496374178733,129,187,2,5.4668209895372115,-3.0,1.0,3.1622776601683795,34.70694576852511,-5.426809363956576,-0.8533385018007908,0,1,1
156,GSD16,44.81438201910271,126,188,2,3.759418277315376,-3.0,1.0,3.1622776601683795,50.46968589661561,4.192866812188499,-0.5010697476448722,0,1,1
157,GSD16,51.02870256927067,123,190,2,6.214320550167962,-3.0,2.0,3.605551275463989,34.81202406303168,-2.5196096189728627,0.40819579642281556,0,0,0
158,GSD16,56.23164040941609,120,190,2,5.202937840145417,-3.0,0.0,3.0,34.59583902985264,-0.041550570047362984,0.0,0,0,0
159,GSD16,61.53996745923168,115,190,2,5.3083270498155954,-5.0,0.0,5.0,56.51498055501716,4.12919952359114,0.0,0,0,0
160,GSD16,67.11420681974964,112,186,2,5.574239360517957,-3.0,-4.0,5.0,53.81900212697792,-0.48364956250976815,-0.7206395545692633,0,1,1
161,GSD16,72.51290242743914,108,183,2,5.398695607689504,-4.0,-3.0,5.0,55.56897847189275,0.3241479927896454,-0.4560179753396103,0,0,0
162,GSD16,76.97667643615944,105,182,2,4.463774008720293,-3.0,-1.0,3.1622776601683795,42.50588386406638,-2.926468629976945,-0.3754216991262854,0,0,0
163,GSD16,81.81056612708362,101,183,2,4.833889690924181,-4.0,1.0,4.123105625617661,51.17748921774886,1.793918750352074,0.13216372009101796,0,1,1
164,GSD16,87.19343143783199,99,180,2,5.382865310748372,-2.0,-3.0,3.605551275463989,40.18920482663217,-2.0413448520020654,0.1658933331343524,0,0,0
165,GSD16,92.40931306113144,97,180,2,5.2158816232994525,-2.0,0.0,2.0,23.006657103558005,-3.2942748635857386,0.26962992551997084,0,1,1
166,GSD16,97.8105445038915,94,178,2,5.401231442760064,-3.0,-2.0,3.605551275463989,40.05254705717475,3.1559265945667723,0.9230769230769232,0,1,1
167,GSD16,104.27082293002304,88,176,2,6.460278426131538,-6.0,-2.0,6.324555320336759,58.73946820701302,2.8925875817132756,0.9845208190716596,0,1,1
168,GSD16,109.65995218248554,83,176,2,5.389129252462496,-5.0,0.0,5.0,55.667620119320524,-0.5700082413664233,0.0,0,1,1
169,GSD16,115.59130252757193,79,176,2,5.931350345086386,-4.0,0.0,4.0,40.46296138936041,-2.5634396630365743,0.0,0,1,1
170,GSD16,122.03905574865992,77,177,2,6.447753221087993,-2.0,1.0,2.23606797749979,20.807880520487505,-3.0483612190040223,0.729808336749315,0,0,0
171,GSD17,5.0811442593262415,239,51,0,0.0,0.0,0.0,0.0,0.0,-20.807880520487505,0.8043946132289842,0,1,1
172,GSD17,10.299599677513308,238,44,2,5.218455418187067,-1.0,-7.0,7.0710678118654755,81.30069814016372,15.579456299812222,0.0,0,1,0
173,GSD17,14.90221664340498,239,45,2,4.602616965891672,1.0,1.0,1.4142135623730951,18.43577564051043,-13.658517092671946,0.0,0,0,0
174,GSD17,19.498991385568647,243,44,2,4.596774742163667,4.0,-1.0,4.123105625617661,53.817372269283034,7.69704817254516,0.7926239891046002,1,1,0
175,GSD17,23.901098650642204,247,44,2,4.402107265073557,4.0,0.0,4.0,54.519343929705386,0.159462643264469,-0.34518534647916255,0,1,0
176,GSD17,28.92748146003497,252,46,2,5.026382809392764,5.0,2.0,5.385164807134504,64.28278558972413,1.9424389327796265,0.9362992301559749,0,1,0
177,GSD17,34.95172673738025,257,47,2,6.02424527734528,5.0,1.0,5.0990195135927845,50.784979151842734,-2.240580490412819,-0.0,0,1,0
178,GSD17,40.48385097922618,261,47,2,5.532124241845935,4.0,0.0,4.0,43.382973611582855,-1.3380042126078517,0.0,0,1,0
179,GSD17,45.95930504748187,262,48,2,5.4754540682556865,1.0,1.0,1.4142135623730951,15.496945583805662,-5.092916072376228,0.7421225221963084,0,1,0
180,GSD18,5.496712658767154,148,150,0,0.0,0.0,0.0,0.0,0.0,-15.496945583805662,0.9055505504038646,0,1,0
181,GSD18,10.13733781553688,145,152,2,4.640625156769725,-3.0,2.0,3.605551275463989,46.617227037235175,10.045462725906692,0.999749643990731,0,1,0
182,GSD18,15.197952692758074,142,156,2,5.0606148772211945,-3.0,4.0,5.0,59.28133384548941,2.502483811850181,0.0,0,0,0
183,GSD18,20.91552665202795,139,158,2,5.717573959269876,-3.0,2.0,3.605551275463989,37.83651563913739,-3.7506848812307245,0.0,0,1,0
184,GSD18,25.44573897863044,139,160,2,4.530212326602491,0.0,2.0,2.0,26.488824661778274,-2.5048916384609075,-0.9927760002765231,0,1,0
185,GSD18,30.71282821951247,140,163,2,5.267089240882029,1.0,3.0,3.1622776601683795,36.023057695208024,1.8101521727460124,-0.47058823529411764,1,1,1
186,GSD18,34.22588751087507,143,165,2,3.513059291362598,3.0,2.0,3.605551275463989,61.57968271692078,7.274749129497383,0.9736881787964241,0,1,1
