traj_id,time,locx,locy,route_id,duration,distance,speed,acc,cos,mode,GG,GSD,TG
4,40,46,33,5,10.0,22.47220505424423,2.247220505424423,0.029786163646263054,0.023802777946288954,2,1,1,0
4,50,51,24,5,10.0,24.71841418861655,2.471841418861655,0.02246209134372319,0.019260874629814923,2,0,0,0
4,60,49,26,5,10.0,24.879710609249457,2.487971060924946,0.0016129642063290816,-0.2862060538035814,2,1,1,0
4,70,50,27,5,10.0,24.919871588754223,2.491987158875422,0.0004016097950476194,0.9601360071061819,2,1,1,0
4,80,51,28,5,10.0,24.95996794869737,2.495996794869737,0.00040096359943149197,0.9461639849533561,2,0,1,0
4,90,51,25,5,10.0,25.13961017995307,2.513961017995307,0.001796422312557011,-0.4541874474402252,2,1,1,0
4,100,51,26,5,10.0,25.15949125081825,2.515949125081825,0.00019881070865177542,0.4472135954999579,2,1,1,0
4,110,52,26,5,10.0,25.179356624028344,2.5179356624028344,0.00019865373210095071,0.9079593845004517,2,1,1,0
4,120,52,24,5,10.0,25.25866188063018,2.5258661880630178,0.0007930525660183374,0.0,2,0,0,0
5,0,18,57,5,0.0,0.0,0.0,-2.5258661880630178,0.0,2,0,1,0
5,10,29,56,5,10.0,11.045361017187261,1.104536101718726,0.11045361017187261,0.5173256134491303,2,1,1,0
5,20,39,53,5,10.0,15.198684153570664,1.5198684153570663,0.04153323136383402,0.4634581011689484,2,1,1,0
5,30,41,42,5,10.0,18.867962264113206,1.8867962264113207,0.03669278110542544,-0.4375708035192539,2,1,1,0
5,40,45,33,5,10.0,21.283796653792763,2.1283796653792764,0.024158343896795564,-0.03754060315825839,2,1,1,0
5,50,51,25,5,10.0,23.515952032609693,2.3515952032609695,0.022321553788169312,0.0,2,1,1,0
6,0,21,40,24,0.0,0.0,0.0,-2.3515952032609695,0.0,2,1,0,1
6,10,32,37,24,10.0,11.40175425099138,1.1401754250991378,0.11401754250991378,0.47113972873817644,2,0,1,0
6,20,34,36,24,10.0,11.61895003862225,1.161895003862225,0.002171957876308728,0.2599734734478726,2,0,0,0
6,30,32,36,24,10.0,11.789826122551595,1.1789826122551594,0.0017087608392934329,-0.6860128686890024,2,0,0,0
6,40,33,35,24,10.0,11.874342087037917,1.1874342087037917,0.0008451596448632248,-0.05547001962252291,2,0,0,0
6,50,34,38,24,10.0,12.288205727444508,1.2288205727444508,0.004138636404065909,0.9349975263177833,2,0,1,0
6,60,31,38,24,10.0,12.649110640673518,1.2649110640673518,0.0036090491322900986,-0.6866235329637166,2,1,1,0
6,70,34,36,24,10.0,13.152946437965905,1.3152946437965904,0.0050383579729238685,0.1247325081606528,2,0,0,0
6,80,32,37,24,10.0,13.341664064126334,1.3341664064126335,0.0018871762616043063,-0.2599734734478726,2,0,1,0
6,90,32,36,24,10.0,13.379088160259652,1.3379088160259651,0.000374240961333161,0.0,2,0,0,0
7,0,13,6,10,0.0,0.0,0.0,-1.3379088160259651,0.0,3,0,0,1
7,10,26,36,10,10.0,32.69556544854363,3.269556544854363,0.3269556544854363,0.9999027547628418,3,1,0,1
7,20,27,60,10,10.0,40.570925550201586,4.057092555020159,0.07875360101657955,0.9460208343783741,3,1,0,1
7,30,23,59,10,10.0,40.779897008207364,4.077989700820736,0.0020897145800577556,-0.6242390924955697,3,0,1,0
7,40,27,59,10,10.0,40.97560249709576,4.097560249709575,0.0019570548888839133,0.40325831928331646,3,1,0,1
7,50,26,59,10,10.0,40.98780306383839,4.098780306383839,0.00012200566742635033,-0.40905590409290915,3,1,1,1
7,60,26,58,10,10.0,41.0,4.1,0.00012196936161608107,-0.9262954009547514,3,1,1,1
7,70,24,59,10,10.0,41.060930335295616,4.106093033529562,0.0006093033529562142,0.06069868388320717,3,0,1,0
7,80,26,61,10,10.0,41.15823125451335,4.115823125451335,0.0009730091921773543,0.0,3,1,1,1
8,0,16,86,12,0.0,0.0,0.0,-4.115823125451335,0.0,2,0,0,0
8,10,20,75,12,10.0,11.704699910719626,1.1704699910719625,0.11704699910719625,-0.7087896937717386,2,0,1,1
8,20,32,69,12,10.0,17.804493814764857,1.7804493814764857,0.06099793904045232,0.020130148349674894,2,0,1,0
8,30,31,59,12,10.0,20.445048300260872,2.0445048300260873,0.02640554485496016,-0.9426966477504685,2,1,1,0
8,40,24,51,12,10.0,23.043437243605826,2.3043437243605824,0.025983889433449515,-0.9927593375350041,2,1,1,0
8,50,30,44,12,10.0,24.819347291981714,2.4819347291981715,0.017759100483758904,-0.04973092044453889,2,1,1,0
8,60,38,36,12,10.0,27.27636339397171,2.727636339397171,0.02457016101989997,0.0,2,0,0,0
9,0,94,4,7,0.0,0.0,0.0,-2.727636339397171,0.0,1,0,0,0
9,10,75,6,7,10.0,19.1049731745428,1.9104973174542799,0.191049731745428,-0.9103664774626048,1,0,0,0
9,20,72,24,7,10.0,26.419689627245813,2.6419689627245813,0.07314716452703014,0.2567746625837371,1,1,0,0
9,30,84,38,7,10.0,32.218007387174026,3.221800738717403,0.057983177599282155,0.949241506422095,1,0,0,0
9,40,83,50,7,10.0,34.39476704383968,3.439476704383968,0.02176759656665652,0.5508013370163708,1,1,0,0
9,50,89,70,7,10.0,40.23679907746142,4.023679907746142,0.05842032033621738,0.8551315082489866,1,1,0,0
9,60,72,65,7,10.0,43.965895873961216,4.396589587396122,0.03729096796499798,-0.8317518947184647,1,0,1,0
9,70,56,67,7,10.0,46.82947789587238,4.682947789587238,0.028635820219111617,-0.4758185856009898,1,1,0,0
9,80,60,84,7,10.0,49.9799959983992,4.99799959983992,0.031505181025268225,0.9608436964871456,1,1,0,0
9,90,50,89,7,10.0,51.21523210920751,5.121523210920751,0.012352361108083087,0.16741469965597303,1,0,0,0
9,100,28,92,7,10.0,55.82114294781145,5.582114294781145,0.04605910838603942,0.0,1,0,0,0
10,0,6,62,16,0.0,0.0,0.0,-5.582114294781145,0.0,1,1,0,0
10,10,25,63,16,10.0,19.026297590440446,1.9026297590440446,0.19026297590440447,0.5770246730633831,1,1,1,0
10,20,29,46,16,10.0,25.826343140289914,2.5826343140289914,0.06800045549849468,-0.5951471356380916,1,1,1,0
10,30,33,39,16,10.0,27.055498516937366,2.7055498516937364,0.012291553766474506,-0.32792744898242787,1,0,1,0
10,40,48,55,16,10.0,34.828149534535996,3.4828149534535995,0.07772651017598631,0.9831175031224779,1,1,0,0
10,50,49,36,16,10.0,39.68626966596886,3.9686269665968856,0.048581201314328616,-0.48038906362211714,1,1,0,0
10,60,55,34,16,10.0,40.18706259482024,4.018706259482024,0.005007929288513857,0.6973549598034536,1,0,0,0
10,70,58,30,16,10.0,40.496913462633174,4.049691346263318,0.0030985086781293524,0.0,1,1,0,0
11,0,18,58,5,0.0,0.0,0.0,-4.049691346263318,0.0,2,0,1,0
11,10,30,56,5,10.0,12.165525060596439,1.2165525060596438,0.12165525060596438,0.44115326244363295,2,1,1,0
11,20,38,53,5,10.0,14.866068747318506,1.4866068747318506,0.027005436867220678,0.40306485765202277,2,1,1,0
11,30,42,43,5,10.0,18.35755975068582,1.835755975068582,0.03491491003367313,-0.22957998549814188,2,0,1,0
11,40,47,33,5,10.0,21.494185260204677,2.149418526020468,0.0313662550951886,0.0,2,1,1,0
11,50,50,25,5,10.0,23.130067012440755,2.3130067012440754,0.016358817522360746,-0.05763598889064716,2,1,1,0
11,60,52,23,5,10.0,23.302360395462088,2.3302360395462087,0.0017229338302133356,0.30880675386037676,2,0,0,0
11,70,51,26,5,10.0,23.515952032609693,2.3515952032609695,0.0021359163714760763,0.1643989873053573,2,1,1,0
11,80,51,27,5,10.0,23.53720459187964,2.353720459187964,0.00021252559269946403,0.46081527064705713,2,1,1,0
11,90,52,27,5,10.0,23.558437978779494,2.3558437978779496,0.00021233386899854878,0.8909061469019802,2,1,1,0
11,100,51,26,5,10.0,23.600847442411894,2.360084744241189,0.00042409463632395725,-0.9411946707617073,2,1,1,0
11,110,53,25,5,10.0,23.706539182259394,2.3706539182259396,0.0010569173984750434,0.6128235192938828,2,1,0,0
11,120,50,24,5,10.0,23.916521486202797,2.3916521486202797,0.0020998230394340123,-0.9835061489629453,2,0,1,0
11,130,49,27,5,10.0,24.124676163629637,2.4124676163629637,0.0020815467742683947,0.0,2,1,1,0
12,0,30,71,20,0.0,0.0,0.0,-2.4124676163629637,0.0,1,1,1,0
12,10,46,63,20,10.0,17.88854381999832,1.788854381999832,0.1788854381999832,0.3656523724229935,1,1,0,0
12,20,50,45,20,10.0,25.69046515733026,2.569046515733026,0.07801921337331938,-0.4206645263383835,1,1,0,0
12,30,51,39,20,10.0,26.40075756488817,2.640075756488817,0.007102924075579109,-0.26980246446428163,1,1,0,0
12,40,64,30,20,10.0,30.773365106858236,3.0773365106858237,0.04372607541970068,0.49708444205949676,1,0,0,0
12,50,65,31,20,10.0,30.805843601498726,3.0805843601498726,0.000324784946404888,0.9525381006409208,1,0,0,0
12,60,64,33,20,10.0,30.886890422961002,3.0886890422961004,0.0008104682146227837,0.0,1,1,0,0
12,70,62,31,20,10.0,31.016124838541646,3.1016124838541645,0.001292344155806413,-0.950665699065624,1,0,0,0
12,80,63,32,20,10.0,31.04834939252005,3.104834939252005,0.00032224553978403846,0.9403762257505053,1,0,0,0
12,90,64,30,20,10.0,31.12876483254676,3.1128764832546763,0.0008041544002671319,0.012577621365935486,1,0,0,0
12,100,64,31,20,10.0,31.144823004794873,3.1144823004794873,0.00016058172248110126,0.4181436055281425,1,0,0,0
12,110,63,29,20,10.0,31.22498999199199,3.122498999199199,0.000801669871971189,-0.0,1,0,0,0
13,0,88,-2,0,0.0,0.0,0.0,-3.122498999199199,0.0,2,0,0,0
13,10,84,7,0,10.0,9.848857801796104,0.9848857801796104,0.09848857801796104,-0.2213553336609815,2,1,1,0
13,20,81,16,0,10.0,13.674794331177344,1.3674794331177345,0.03825936529381241,0.00787377166440497,2,0,0,0
13,30,76,26,0,10.0,17.663521732655695,1.7663521732655696,0.039887274014783515,-0.1414213562373095,2,0,1,0
13,40,75,25,0,10.0,17.72004514666935,1.772004514666935,0.000565234140136539,-0.890761869708233,2,0,0,0
13,50,74,24,0,10.0,17.776388834631177,1.7776388834631178,0.0005634368796182843,-0.9012524245251862,2,1,0,0
13,60,77,27,0,10.0,18.275666882497067,1.8275666882497066,0.004992780478658876,0.9103664774626048,2,0,1,0
13,70,72,27,0,10.0,18.947295321496416,1.8947295321496416,0.006716284389993499,0.0,2,1,0,0
14,0,12,6,10,0.0,0.0,0.0,-1.8947295321496416,0.0,3,0,0,1
14,10,25,34,10,10.0,30.870698080866262,3.087069808086626,0.3087069808086626,0.9996681680823787,3,1,0,1
14,20,26,60,10,10.0,40.3732584763727,4.03732584763727,0.09502560395506436,0.9321590071357108,3,1,0,1
14,30,26,60,10,10.0,40.3732584763727,4.03732584763727,0.0,0.0,3,1,0,1
14,40,26,59,10,10.0,40.38564101261734,4.038564101261734,0.00012382536244643917,-0.9150861860659874,3,1,1,1
14,50,26,59,10,10.0,40.38564101261734,4.038564101261734,0.0,0.0,3,1,1,1
14,60,27,59,10,10.0,40.39801975344831,4.039801975344831,0.0001237874083097168,0.3392654862413474,3,1,0,1
14,70,22,61,10,10.0,40.755367744629666,4.075536774462966,0.003573479911813493,-0.03618798052025087,3,1,1,0
14,80,27,61,10,10.0,41.060930335295616,4.106093033529562,0.0030556259066595536,0.4032583192833164,3,1,0,1
14,90,26,59,10,10.0,41.12177038990418,4.112177038990418,0.000608400546085619,-0.9981561349682957,3,1,1,1
14,100,26,61,10,10.0,41.1703777004778,4.11703777004778,0.00048607310573620663,0.0,3,1,1,1
15,0,20,2,11,0.0,0.0,0.0,-4.11703777004778,0.0,1,0,0,0
15,10,37,7,11,10.0,17.72004514666935,1.772004514666935,0.1772004514666935,0.9437019722679514,1,1,0,0
15,20,32,23,11,10.0,24.392621835300936,2.4392621835300936,0.06672576688631586,-0.0793248397821365,1,0,0,1
15,30,44,10,11,10.0,30.133038346638727,3.0133038346638727,0.05740416511337791,0.35344393344606984,1,1,0,0
15,40,47,19,11,10.0,31.591137997862628,3.1591137997862626,0.014580996512238986,0.8320502943378436,1,1,0,0
15,50,45,35,11,10.0,35.4682957019364,3.5468295701936396,0.038771577040737706,0.7401100454138644,1,0,1,0
15,60,38,54,11,10.0,40.84115571332428,4.084115571332427,0.05372860011387877,0.702902094636722,1,1,1,0
15,70,30,64,11,10.0,42.80186911806539,4.280186911806539,0.01960713404741119,0.42864221449627243,1,1,0,0
15,80,37,76,11,10.0,45.0,4.5,0.02198130881934608,0.9995987470967148,1,1,0,0
15,90,51,82,11,10.0,47.50789408087881,4.750789408087881,0.025078940808788096,0.0,1,1,0,0
16,0,29,28,6,0.0,0.0,0.0,-4.750789408087881,0.0,1,1,0,0
16,10,15,42,6,10.0,19.79898987322333,1.9798989873223332,0.19798989873223333,0.5240974256643347,1,0,0,0
16,20,10,42,6,10.0,20.42057785666214,2.0420577856662137,0.00621587983438805,-0.25912856608735,1,0,0,0
16,30,11,41,6,10.0,20.46948949045872,2.046948949045872,0.0004891163379658447,-0.4534572437205525,1,0,0,0
16,40,14,43,6,10.0,20.784609690826528,2.078460969082653,0.0031512020036780887,0.7938123891033005,1,1,0,0
16,50,14,41,6,10.0,20.8806130178211,2.08806130178211,0.0009600332699457148,-0.9740080270391964,1,0,0,0
16,60,10,43,6,10.0,21.354156504062622,2.1354156504062622,0.004735434862415211,0.21693045781865616,1,0,0,0
16,70,10,40,6,10.0,21.563858652847824,2.1563858652847823,0.002097021487852002,-0.9486832980505139,1,0,0,0
16,80,14,42,6,10.0,22.02271554554524,2.2022715545545237,0.004588568926974146,0.6823182503600111,1,0,0,0
16,90,13,44,6,10.0,22.135943621178654,2.2135943621178655,0.0011322807563341809,0.7071067811865475,1,1,0,0
16,100,14,42,6,10.0,22.24859546128699,2.224859546128699,0.001126518401083354,-0.7267370087459909,1,0,0,0
16,110,13,43,6,10.0,22.293496809607955,2.2293496809607953,0.00044901348320962596,0.49613893835683387,1,1,0,0
16,120,12,44,6,10.0,22.338307903688676,2.2338307903688674,0.0004481109408072115,0.0,1,0,0,0
17,0,39,76,22,0.0,0.0,0.0,-2.2338307903688674,0.0,2,1,0,0
17,10,28,74,22,10.0,11.180339887498949,1.118033988749895,0.1118033988749895,-0.5338419667549423,2,0,1,0
17,20,25,62,22,10.0,16.673332000533065,1.6673332000533065,0.05492992113034116,-0.994457338810537,2,1,1,0
17,30,19,52,22,10.0,20.346989949375804,2.0346989949375804,0.03673657948842739,-0.9566738804288584,2,0,0,0
17,40,13,52,22,10.0,21.213203435596427,2.121320343559643,0.008662134862206239,-0.11550085817456439,2,0,1,1
17,50,5,43,22,10.0,24.392621835300936,2.4392621835300936,0.031794183997045075,-0.8207050587337215,2,0,0,0
17,60,5,42,22,10.0,24.413111231467404,2.4413111231467406,0.0002048939616646983,-0.9929882741949437,2,0,0,0
17,70,5,42,22,10.0,24.413111231467404,2.4413111231467406,0.0,0.0,2,0,0,0
17,80,7,42,22,10.0,24.49489742783178,2.449489742783178,0.000817861963643729,0.16829646289202074,2,0,1,0
17,90,7,41,22,10.0,24.515301344262525,2.4515301344262523,0.00020403916430744573,-0.9957012159921018,2,0,0,0
17,100,4,43,22,10.0,24.779023386727733,2.477902338672773,0.002637220424652087,0.41380294430118403,2,0,0,0
17,110,7,43,22,10.0,24.95996794869737,2.495996794869737,0.0018094456196963815,0.10202886549856946,2,0,1,0
17,120,4,39,22,10.0,25.45584412271571,2.545584412271571,0.004958761740183393,-0.8877545314489295,2,0,0,0
17,130,7,42,22,10.0,25.80697580112788,2.580697580112788,0.0035113167841216873,0.7695616941300978,2,0,1,0
17,140,4,43,22,10.0,26.0,2.6,0.0019302419887212263,0.0,2,0,0,0
18,0,42,50,2,0.0,0.0,0.0,-2.6,0.0,2,1,0,0
18,10,43,60,2,10.0,10.04987562112089,1.004987562112089,0.10049875621120889,0.9120982732131188,2,0,1,0
18,20,42,73,2,10.0,16.46207763315433,1.646207763315433,0.06412202012033441,0.8419184867651247,2,0,1,0
18,30,43,80,2,10.0,17.916472867168917,1.7916472867168918,0.014543952340145872,0.9486832980505138,2,1,1,0
18,40,42,84,2,10.0,18.384776310850235,1.8384776310850235,0.0046830344368131716,0.0,2,0,1,0
19,0,9,0,3,0.0,0.0,0.0,-1.8384776310850235,0.0,3,0,0,1
19,10,37,30,3,10.0,41.036569057366385,4.1036569057366385,0.41036569057366384,0.9998981460283736,3,0,0,1
19,20,39,43,3,10.0,43.09292285283048,4.309292285283048,0.020563537954640942,0.820584459853165,3,1,1,1
19,30,40,42,3,10.0,43.116122274620196,4.311612227462019,0.0002319942178971246,-0.024382992454708534,3,1,0,0
19,40,40,42,3,10.0,43.116122274620196,4.311612227462019,0.0,0.0,3,1,0,0
19,50,38,43,3,10.0,43.174066289845804,4.31740662898458,0.0005794401522560833,-0.24615384615384617,3,1,0,1
19,60,38,44,3,10.0,43.18564576337837,4.318564576337836,0.00011579473532563611,0.7653620859054907,3,1,1,1
19,70,37,44,3,10.0,43.197222132910355,4.319722213291035,0.0001157636953198704,-0.6896551724137931,3,1,1,1
19,80,40,42,3,10.0,43.347433603386484,4.334743360338648,0.0015021147047613148,0.0,3,1,0,0
20,0,17,4,11,0.0,0.0,0.0,-4.334743360338648,0.0,1,0,0,0
20,10,37,8,11,10.0,20.396078054371138,2.0396078054371136,0.20396078054371136,0.9417419115948376,1,1,0,0
20,20,35,21,11,10.0,24.269322199023193,2.4269322199023193,0.03873244144652057,0.049093274150663606,1,1,0,0
20,30,44,9,11,10.0,28.53068523537421,2.853068523537421,0.04261363036351016,0.25242189714700275,1,1,0,0
20,40,44,18,11,10.0,29.916550603303182,2.9916550603303182,0.013858653679289734,0.6385724695973152,1,0,1,0
20,50,47,39,11,10.0,36.6742416417845,3.66742416417845,0.06757691038481317,0.8926700070592221,1,1,0,0
20,60,37,53,11,10.0,40.50925820105819,4.050925820105819,0.03835016559273692,0.0,1,1,1,0
21,0,54,8,21,0.0,0.0,0.0,-4.050925820105819,0.0,1,1,1,0
21,10,70,1,21,10.0,17.46424919657298,1.7464249196572978,0.17464249196572978,0.9208091289862078,1,1,0,0
21,20,85,-1,21,10.0,23.108440016582687,2.3108440016582685,0.05644190820009707,0.9912279006826347,1,0,0,0
21,30,86,0,21,10.0,23.15167380558045,2.3151673805580453,0.0004323378899776742,0.7071067811865475,1,1,1,0
21,40,88,0,21,10.0,23.2379000772445,2.32379000772445,0.0008622627166404939,1.0,1,1,1,0
21,50,86,0,21,10.0,23.323807579381203,2.3323807579381204,0.0008590750213670173,-0.9999339476203909,1,1,1,0
21,60,87,-1,21,10.0,23.366642891095847,2.3366642891095846,0.00042835311714641835,0.6990263448959692,1,0,1,0
21,70,88,1,21,10.0,23.473389188611005,2.3473389188611007,0.0010674629751516117,0.0,1,1,1,0
22,0,26,28,6,0.0,0.0,0.0,-2.3473389188611007,0.0,1,0,0,1
22,10,18,44,6,10.0,17.88854381999832,1.788854381999832,0.1788854381999832,0.7120341740651741,1,1,0,1
22,20,14,43,6,10.0,18.35755975068582,1.835755975068582,0.004690159306874997,-0.5309627790585489,1,1,0,0
22,30,14,43,6,10.0,18.35755975068582,1.835755975068582,0.0,0.0,1,1,0,0
22,40,13,42,6,10.0,18.411952639521967,1.8411952639521967,0.0005439288883614779,-0.8725060159497199,1,0,0,0
22,50,11,39,6,10.0,18.76166303929372,1.876166303929372,0.003497103997717521,-0.9543643855469574,1,0,0,0
22,60,12,41,6,10.0,18.894443627691185,1.8894443627691184,0.001327805883974653,0.9899494936611665,1,0,0,0
22,70,15,45,6,10.0,19.544820285692065,1.9544820285692066,0.006503766580008818,0.9464487736658515,1,1,0,1
22,80,14,43,6,10.0,19.672315572906,1.9672315572906,0.0012749528721393455,-0.9805806756909201,1,1,0,0
22,90,12,44,6,10.0,19.79898987322333,1.9798989873223332,0.0012667430031733096,0.0,1,0,0,0
23,0,49,63,23,0.0,0.0,0.0,-1.9798989873223332,0.0,1,1,0,0
23,10,45,44,23,10.0,19.4164878389476,1.94164878389476,0.194164878389476,-0.7907237076139133,1,1,1,0
23,20,40,34,23,10.0,22.40535650240808,2.240535650240808,0.029888686634604776,-0.9091988777368669,1,1,0,0
23,30,41,33,23,10.0,22.44994432064365,2.244994432064365,0.0004458781823557079,0.02701716134791496,1,1,0,0
23,40,38,36,23,10.0,22.847319317591726,2.2847319317591728,0.0039737499694807886,-0.13391789600139506,1,0,0,0
23,50,42,32,23,10.0,23.53720459187964,2.353720459187964,0.006898852742879135,0.09811584508617584,1,1,0,0
23,60,39,32,23,10.0,23.727621035409346,2.3727621035409348,0.0019041644352970621,-0.7633862853691145,1,0,0,0
23,70,39,33,23,10.0,23.748684174075834,2.3748684174075834,0.00021063138666486126,0.6571352004324273,1,0,0,0
23,80,39,34,23,10.0,23.769728648009426,2.3769728648009427,0.00021044473933593544,0.6766252893427926,1,0,0,0
23,90,37,34,23,10.0,23.853720883753127,2.3853720883753127,0.0008399223574369951,0.0,1,0,0,0
24,0,67,6,18,0.0,0.0,0.0,-2.3853720883753127,0.0,2,0,1,0
24,10,56,9,18,10.0,11.40175425099138,1.1401754250991378,0.11401754250991378,-0.894427190999916,2,0,1,0
24,20,45,9,18,10.0,15.84297951775486,1.5842979517754858,0.0444122526676348,-0.9379944988291135,2,1,0,0
24,30,46,17,18,10.0,17.776388834631177,1.7776388834631178,0.0193340931687632,0.5683754573375914,2,0,0,0
24,40,48,25,18,10.0,19.595917942265423,1.9595917942265424,0.018195291076342456,0.7457361301886476,2,1,1,0
24,50,53,36,18,10.0,23.021728866442675,2.3021728866442674,0.03425810924177251,0.9151600801721504,2,0,1,0
24,60,47,42,18,10.0,24.535688292770594,2.453568829277059,0.015139594263279177,0.11319187753050174,2,1,1,0
24,70,35,44,18,10.0,27.386127875258307,2.7386127875258306,0.028504395824877137,-0.3105186475053896,2,1,1,1
24,80,24,46,18,10.0,29.58039891549808,2.958039891549808,0.021942710402397748,-0.2717849448469039,2,0,1,0
24,90,23,47,18,10.0,29.614185789921695,2.9614185789921694,0.0003378687442361361,0.0,2,0,0,0
25,0,21,39,24,0.0,0.0,0.0,-2.9614185789921694,0.0,2,1,0,0
25,10,34,36,24,10.0,13.341664064126334,1.3341664064126335,0.13341664064126335,0.5055641064307187,2,0,0,0
25,20,34,36,24,10.0,13.341664064126334,1.3341664064126335,0.0,0.0,2,0,0,0
25,30,34,38,24,10.0,13.490737563232042,1.3490737563232043,0.0014907349910570744,0.6964753771686599,2,0,1,0
25,40,34,33,24,10.0,14.38749456993816,1.438749456993816,0.00896757006706117,-0.7633862853691146,2,0,0,1
25,50,33,39,24,10.0,15.620499351813308,1.5620499351813308,0.012330047818751489,0.6505108500884678,2,0,1,0
25,60,31,37,24,10.0,15.874507866387544,1.5874507866387544,0.0025400851457423545,-0.9995920864606946,2,0,0,0
25,70,34,36,24,10.0,16.186414056238647,1.6186414056238647,0.003119061898511033,0.4472135954999579,2,0,0,0
25,80,36,36,24,10.0,16.30950643030009,1.630950643030009,0.0012309237406144201,0.6541519329315841,2,0,0,0
25,90,32,37,24,10.0,16.822603841260722,1.6822603841260722,0.005130974109606323,0.0,2,0,1,0
26,0,19,87,12,0.0,0.0,0.0,-1.6822603841260722,0.0,2,0,1,1
26,10,19,75,12,10.0,12.0,1.2,0.12,-0.9275188943349937,2,0,0,0
26,20,27,67,12,10.0,16.492422502470642,1.6492422502470643,0.04492422502470643,-0.28547658660016495,2,0,1,0
26,30,33,61,12,10.0,18.547236990991408,1.8547236990991407,0.02054814488520764,-0.31622776601683794,2,1,1,0
26,40,26,52,12,10.0,21.77154105707724,2.177154105707724,0.03224304066085835,-0.9973337235915659,2,1,1,1
26,50,30,45,12,10.0,23.2163735324878,2.32163735324878,0.014448324754105579,-0.2753075505791847,2,1,1,0
26,60,39,40,12,10.0,25.39685019840059,2.539685019840059,0.021804766659127894,0.0,2,1,1,0
27,0,41,51,2,0.0,0.0,0.0,-2.539685019840059,0.0,2,1,1,0
27,10,42,59,2,10.0,8.06225774829855,0.8062257748298549,0.08062257748298549,0.9189076102093523,2,0,1,0
27,20,41,70,2,10.0,13.674794331177344,1.3674794331177345,0.05612536582878795,0.855384378596568,2,1,0,0
27,30,40,82,2,10.0,18.2208671582886,1.8220867158288598,0.04546072827111254,0.851688967805232,2,0,0,0
27,40,42,83,2,10.0,18.35755975068582,1.835755975068582,0.0013669259239722064,0.8028080539175405,2,0,1,0
