ID,time,locx,locy,mode
GG31,28.62946075633051,238,91,GG
GG31,36.53293826240433,241,95,GG
GG32,0.0,167,97,GG
GG32,5.872732966830739,165,103,GG
GG32,11.829726434469146,162,110,GG
GG32,17.381657045845575,154,112,GG
GG32,22.450532677670516,145,111,GG
GG32,28.389803139488166,137,105,GG
GG32,33.830414884533425,129,97,GG
GG32,39.85580824168458,122,89,GG
GG32,45.01520187419163,117,85,GG
GG32,50.48750101799666,113,87,GG
GG33,0.0,75,102,GG
GG33,4.953001006745358,74,94,GG
GG33,10.224857184647085,75,84,GG
GG33,17.542748003681005,71,74,GG
GG33,24.978566518214283,60,66,GG
GG33,31.902347089176732,57,63,GG
GG34,0.0,248,204,GG
GG34,5.538639814939725,239,206,GG
GG34,11.174889223302056,230,208,GG
GG34,16.023759320786777,219,208,GG
GG34,22.080727265196217,212,206,GG
GG35,0.0,66,169,GG
GG35,5.511346937870597,64,161,GG
GG35,11.179067489352692,66,149,GG
GG35,16.330318651717693,63,143,GG
GG35,22.867370754941334,64,145,GG
GG36,0.0,95,194,GG
GG36,5.633107640957892,104,196,GG
GG36,11.658208877999808,114,198,GG
GG36,17.634193174700158,123,204,GG
GG36,25.959911250530887,120,209,GG
GG37,0.0,149,138,GG
GG37,6.123094536952139,139,144,GG
GG37,12.9805419188405,130,150,GG
GG37,19.80695948607319,116,151,GG
GG37,25.444598650656186,113,154,GG
GG38,0.0,301,151,GG
GG38,5.144957284484693,308,152,GG
GG38,11.262463690255176,320,151,GG
GG38,16.343703224363175,328,149,GG
GG38,21.660410066383687,329,149,GG
GG39,0.0,116,185,GG
GG39,4.3215530953080945,109,184,GG
GG39,8.10966341404291,102,182,GG
GG39,15.200458992580739,95,181,GG
GG39,22.319123877819866,95,183,GG
GG40,0.0,278,151,GG
GG40,4.4618432016869765,282,152,GG
GG40,10.495547887113858,292,152,GG
GG40,17.45461535980843,308,152,GG
GG40,22.50560929421802,314,151,GG
GG41,0.0,252,113,GG
GG41,5.930443819313368,256,110,GG
GG41,10.479794589849943,257,102,GG
GG41,17.579593062047678,248,100,GG
GG41,25.734660516122283,241,92,GG
GG41,31.389766961360763,236,89,GG
GG42,0.0,278,151,GG
GG42,5.658276516919644,290,152,GG
GG42,12.556404814780995,304,151,GG
GG42,18.08940096238245,314,153,GG
GG42,22.70915343316586,321,151,GG
GG42,28.30136819003355,325,155,GG
GG42,32.912996333296796,324,155,GG
GG43,0.0,89,148,GG
GG43,5.543081340879335,99,148,GG
GG43,13.64982556287596,108,146,GG
GG43,19.217137555790803,108,140,GG
GG43,24.40566078443002,110,132,GG
GG43,30.41741726668141,111,127,GG
GG44,0.0,266,70,GG
GG44,4.556620178726976,259,73,GG
GG44,10.006674294721636,248,72,GG
GG44,15.700655473881774,238,68,GG
GG44,22.29199149146309,235,80,GG
GG44,27.89773979738372,242,83,GG
GG44,33.090326108486366,246,85,GG
GG45,0.0,89,76,GG
GG45,7.213279388379687,76,77,GG
GG45,11.90192143258766,71,75,GG
GG45,16.80964050117931,67,70,GG
GG45,23.789461578474153,64,69,GG
GG46,0.0,180,101,GG
GG46,7.386194606563767,187,107,GG
GG46,14.549795499804052,196,117,GG
GG46,18.235774949515527,189,118,GG
GG46,26.350436630697942,184,119,GG
GG47,0.0,215,133,GG
GG47,6.793573008576504,205,132,GG
GG47,12.118401576438973,195,131,GG
GG47,16.148122954530038,190,128,GG
GG47,21.68381791383575,183,122,GG
GG47,29.217333385564295,174,127,GG
GG47,35.36189368967041,173,129,GG
GG48,0.0,239,64,GG
GG48,5.447379614617436,240,56,GG
GG48,10.321027030551244,241,47,GG
GG48,15.416275858767325,240,42,GG
GG48,19.75652343311988,240,36,GG
GG48,25.146751021983437,241,31,GG
GG49,0.0,80,106,GG
GG49,7.027702227256665,87,101,GG
GG49,13.313755746551614,96,96,GG
GG49,19.943543698516226,105,91,GG
GG49,26.303014989404016,108,90,GG
GG50,0.0,260,85,GG
GG50,7.1138183684631064,257,94,GG
GG50,14.383829070052911,264,100,GG
GG50,21.14943087626597,276,103,GG
GG50,27.12749197747766,282,97,GG
GG50,32.0277203871936,282,98,GG
GG51,0.0,57,186,GG
GG51,4.77476495658893,48,187,GG
GG51,9.772212663391578,45,181,GG
GG51,14.012913843972008,45,172,GG
GG51,20.9260521716782,41,164,GG
GG51,26.89515873816474,37,159,GG
GG52,0.0,143,110,GG
GG52,6.09803022648412,135,112,GG
GG52,12.867555127143554,124,112,GG
GG52,17.55705548827488,116,113,GG
GG52,23.35804341497279,112,121,GG
GG52,29.87373227829739,110,130,GG
GG52,36.8386773928624,111,141,GG
GG52,43.22360172721085,113,151,GG
GG52,46.30160772237872,115,151,GG
GG52,51.789397930795595,117,151,GG
GG53,0.0,151,189,GG
GG53,7.956934453283731,158,184,GG
GG53,14.029109281623759,165,177,GG
GG53,20.038279572729273,174,171,GG
GG53,26.95916729895024,184,166,GG
GG53,34.222258589917615,187,163,GG
GG54,0.0,56,156,GG
GG54,5.529629917128571,60,148,GG
GG54,11.226917411097855,65,146,GG
GG54,16.075590533263465,61,138,GG
GG54,22.708858061741065,54,139,GG
GG54,27.89594403705032,53,135,GG
GG54,34.20680899440507,50,127,GG
GG54,40.81550923960152,42,132,GG
GG54,46.52171747496763,39,126,GG
GG54,51.21280726676898,40,126,GG
GG55,0.0,242,69,GG
GG55,5.282098866830537,237,66,GG
GG55,11.898742401118621,240,55,GG
GG55,19.25967488642561,245,50,GG
GG55,25.4699946787263,254,49,GG
GG55,32.38214539302839,254,45,GG
GG56,0.0,76,80,GG
GG56,7.298307353571371,69,74,GG
GG56,14.7944779205434,60,66,GG
GG56,20.337561560373715,53,62,GG
GG56,25.670248160102837,52,62,GG
GG57,0.0,76,80,GG
GG57,4.86659580194539,80,77,GG
GG57,11.614493995363363,89,76,GG
GG57,17.201695630345423,97,76,GG
GG57,23.380353602040806,98,78,GG
GG58,0.0,317,163,GG
GG58,5.179980870972595,308,164,GG
GG58,11.591157282129814,302,165,GG
GG58,16.713308390413815,297,170,GG
GG58,22.270295803402618,296,170,GG
GG59,0.0,259,50,GG
GG59,5.250290219689227,253,55,GG
GG59,11.426018114067865,256,66,GG
GG59,17.073463979428407,250,73,GG
GG59,24.332089296217315,246,69,GG
GG60,0.0,155,126,GG
GG60,6.280222926770557,156,135,GG
GG60,12.389960077331832,155,145,GG
GG60,19.165900135329963,151,153,GG
GG60,24.017759566284262,151,152,GG
GG61,0.0,131,148,GG
GG61,5.98092194901347,127,151,GG
GG61,9.87419547513139,118,152,GG
GG61,14.839237590108112,109,149,GG
GG61,21.55935981639573,98,147,GG
GG61,25.22280997980026,88,147,GG
GG61,30.501571651617986,81,147,GG
GG61,36.15728607959925,79,149,GG
GG62,0.0,261,153,GG
GG62,3.705264897697748,261,160,GG
GG62,7.726809149641847,258,163,GG
GG62,13.932166193245811,261,174,GG
GG62,20.787597160377995,270,182,GG
GG62,27.92047520201001,269,182,GG
GG63,0.0,257,163,GG
GG63,3.85512518375085,260,160,GG
GG63,11.446350367927288,267,152,GG
GG63,17.9083570186972,278,151,GG
GG63,21.46500585849815,285,152,GG
GG63,27.744192308012593,295,151,GG
GG63,33.98036640498536,307,152,GG
GG63,39.494890939212894,316,152,GG
GG63,45.90679113430475,325,150,GG
GG63,53.75670070897017,326,150,GG
GG64,0.0,253,62,GG
GG64,5.5529574937949695,255,71,GG
GG64,11.485454954170518,258,73,GG
GG64,16.84713907239516,265,70,GG
GG64,21.770277650773977,267,71,GG
GG65,0.0,124,188,GG
GG65,7.551508793404278,112,184,GG
GG65,12.626269293086889,102,182,GG
GG65,18.911204870669568,97,182,GG
GG65,26.34219206950536,98,179,GG
GG66,0.0,104,115,GG
GG66,6.510066493894153,96,113,GG
GG66,12.063076916818975,87,111,GG
GG66,16.342964846513752,81,111,GG
GG66,23.077925434509993,72,108,GG
GG66,28.42099561488605,67,113,GG
GG66,34.03311940356211,63,115,GG
GG67,0.0,40,199,GG
GG67,6.472936162236828,43,188,GG
GG67,10.709294100355173,45,182,GG
GG67,15.983108949530024,45,173,GG
GG67,22.30642273265456,42,170,GG
GG67,29.53710524543643,40,163,GG
GG68,0.0,175,117,GG
GG68,5.154723289025281,178,124,GG
GG68,11.397480069624681,171,130,GG
GG68,16.433234226975554,161,134,GG
GG68,21.962583633972486,155,134,GG
GG68,28.902334625260846,147,139,GG
GG69,0.0,62,115,GG
GG69,6.107357904489634,72,108,GG
GG69,13.233076269570002,79,108,GG
GG69,18.48144516399213,90,111,GG
GG69,25.31114327933082,95,112,GG
GG70,0.0,125,112,GG
GG70,4.641750037966571,132,112,GG
GG70,10.15714305438587,142,110,GG
GG70,15.090946221034137,151,111,GG
GG70,19.858927631168783,160,110,GG
GG70,25.29332488297909,163,102,GG
GG70,29.900400757517946,164,99,GG
GG71,0.0,70,110,GG
GG71,6.192929257260869,64,113,GG
GG71,11.594373065091549,56,119,GG
GG71,17.757711433673414,58,129,GG
GG71,23.471227037196652,62,141,GG
GG71,29.073717626997613,66,149,GG
GG71,35.436535963044896,73,150,GG
GG72,0.0,217,85,GG
GG72,5.991319845819577,220,92,GG
GG72,12.67743458457874,213,94,GG
GG72,18.074234360990665,213,89,GG
GG72,23.694182710516337,212,88,GG
GG73,0.0,167,218,GG
GG73,5.381382369419744,170,211,GG
GG73,10.525039273535775,171,203,GG
GG73,16.903959227229944,175,192,GG
GG73,23.73559107318932,178,184,GG
GG73,29.13976101287404,184,177,GG
GG73,34.679668918531014,185,169,GG
GG73,41.1956121783985,186,169,GG
GG74,0.0,219,104,GG
GG74,6.355437603556784,215,98,GG
GG74,11.571970301710447,218,93,GG
GG74,15.623823925854182,220,89,GG
GG74,21.825655805783143,223,86,GG
GG75,0.0,238,69,GG
GG75,6.920494810069981,235,83,GG
GG75,13.281384952907551,243,83,GG
GG75,19.582805358143432,254,84,GG
GG75,24.862366696540818,255,87,GG
GG76,0.0,136,161,GG
GG76,5.995510384855674,133,152,GG
GG76,11.278904677833244,129,151,GG
GG76,16.95396134027295,115,152,GG
GG76,21.095863283410537,110,151,GG
GG76,28.555337736773826,101,147,GG
GG76,34.51125802313962,90,148,GG
GG76,39.894839631445,82,148,GG
GG76,45.52750323718382,72,148,GG
GG76,51.66930904748664,71,148,GG
GG77,0.0,217,85,GG
GG77,5.826305414736911,214,75,GG
GG77,12.622654475228586,220,65,GG
GG77,18.42363486184218,231,63,GG
GG77,24.26307439148282,237,69,GG
GG77,31.326136284765987,245,69,GG
GG78,0.0,240,44,GG
GG78,5.4376822828479705,240,51,GG
GG78,11.387195388587376,240,60,GG
GG78,17.58739157742778,238,69,GG
GG78,23.6408363547692,236,77,GG
GG78,30.80418588022736,236,76,GG
GG79,0.0,199,126,GG
GG79,5.8788175290291935,201,119,GG
GG79,11.238564290278138,195,111,GG
GG79,16.978612000473014,188,106,GG
GG79,22.860299928698122,185,105,GG
GG80,0.0,104,115,GG
GG80,5.311611904995828,97,111,GG
GG80,12.60576506699218,84,111,GG
GG80,19.821820073305275,76,113,GG
GG80,26.741158381694362,75,112,GG
GG81,0.0,65,177,GG
GG81,5.803973967743652,74,176,GG
GG81,9.839163961475304,79,176,GG
GG81,17.87349998615769,92,178,GG
GG81,24.088939818272586,87,180,GG
GG81,30.198214225504394,80,180,GG
GG81,35.44301190800867,71,181,GG
GG81,42.64539693200381,69,180,GG
GG82,0.0,256,83,GG
GG82,5.20195112309017,256,92,GG
GG82,10.149422310034861,257,101,GG
GG82,17.041388849453458,256,113,GG
GG82,22.38563126407687,257,118,GG
GG82,29.824937380031237,266,115,GG
GG82,35.85772220858857,265,116,GG
GG83,0.0,178,124,GG
GG83,5.823142754610506,172,128,GG
GG83,11.91586868884607,162,133,GG
GG83,18.235200339707163,157,135,GG
GG83,24.226445458761027,155,130,GG
GG84,0.0,162,199,GG
GG84,6.55409975157949,161,210,GG
GG84,12.855744193352594,153,212,GG
GG84,18.791915650065018,146,211,GG
GG84,24.80769650926186,135,206,GG
GG84,30.115132099606008,136,206,GG
GG85,0.0,45,175,GG
GG85,4.131534574437678,44,182,GG
GG85,10.396629041412623,41,192,GG
GG85,17.701516580328658,40,205,GG
GG85,23.05010955496017,39,207,GG
GG86,0.0,233,151,GG
GG86,7.531476410777927,226,141,GG
GG86,12.654569227828361,224,131,GG
GG86,18.438419628579357,225,122,GG
GG86,24.068171689506244,220,112,GG
GG86,30.635304232603666,220,110,GG
GG87,0.0,59,132,GG
GG87,6.195135959136718,57,139,GG
GG87,12.094387513976026,47,135,GG
GG87,17.908082051932475,41,135,GG
GG87,23.399708253883496,40,135,GG
GG88,0.0,64,146,GG
GG88,6.592208170219829,73,150,GG
GG88,13.686610161465753,85,148,GG
GG88,19.877010224099006,96,148,GG
GG88,24.89904656098867,104,149,GG
GG88,30.88929013422156,113,152,GG
GG88,36.508581685920575,115,151,GG
GG89,0.0,100,187,GG
GG89,4.091158725755456,103,183,GG
GG89,9.154502527292662,111,185,GG
GG89,13.020543423874905,117,185,GG
GG89,19.666409176551294,118,185,GG
GG90,0.0,126,202,GG
GG90,6.842650241656598,121,206,GG
GG90,12.432186710563549,119,215,GG
GG90,19.923587025107604,114,226,GG
GG90,27.753997805397468,112,232,GG
GG91,0.0,301,151,GG
GG91,3.831164173827144,308,152,GG
GG91,9.308490290033006,318,151,GG
GG91,15.31058426159859,327,149,GG
GG91,23.104330812206793,330,137,GG
GG91,28.559422608647488,329,135,GG
GG92,0.0,272,112,GG
GG92,7.920541322520169,263,118,GG
GG92,14.01844728782605,260,121,GG
GG92,21.35868336716416,250,123,GG
GG92,26.985443369400997,250,124,GG
GG93,0.0,113,97,GG
GG93,7.32139984806388,114,111,GG
GG93,13.396758035994225,114,119,GG
GG93,18.88276879023686,110,128,GG
GG93,25.33090163980344,112,126,GG
GG94,0.0,123,89,GG
GG94,4.216381378140376,127,95,GG
GG94,11.724305094815136,137,104,GG
GG94,16.02231508893344,139,108,GG
GG94,22.42539981803081,152,111,GG
GG94,29.520762497065686,163,111,GG
GG94,36.28207984484803,169,112,GG
GG95,0.0,246,86,GG
GG95,6.432972011326182,237,82,GG
GG95,10.515118659698684,231,81,GG
GG95,15.381173606285753,225,84,GG
GG95,22.49138537888811,225,86,GG
GG96,0.0,129,95,GG
GG96,5.1590199779575725,133,101,GG
GG96,9.722806159317049,139,108,GG
GG96,16.44406521553344,129,111,GG
GG96,22.766145833152336,119,114,GG
GG96,27.0959531563534,117,114,GG
GG97,0.0,167,97,GG
GG97,6.403985608690361,164,104,GG
GG97,11.29602332902194,158,116,GG
GG97,17.135771669177448,154,125,GG
GG97,22.871185626383046,156,125,GG
GG98,0.0,144,241,GG
GG98,5.257525288701446,147,234,GG
GG98,11.336755615304877,153,224,GG
GG98,18.15971800892806,157,216,GG
GG98,24.1436819101352,162,212,GG
GG98,30.80689418827494,172,213,GG
GG98,35.862636172132326,180,212,GG
GG98,40.0227683622232,182,210,GG
GG99,0.0,220,111,GG
GG99,4.594840212150973,220,106,GG
GG99,10.511156110477774,215,97,GG
GG99,16.638410320496472,220,90,GG
GG99,22.066932913440986,214,87,GG
GG99,28.4517078226314,207,94,GG
GG99,35.99871612225181,199,91,GG
GG100,0.0,261,99,GG
GG100,5.077308609757141,265,100,GG
GG100,11.046698845951326,275,103,GG
GG100,17.172980150597223,283,109,GG
GG100,23.755965658067677,288,111,GG
GG101,0.0,238,69,GG
GG101,7.491754476039638,239,60,GG
GG101,12.98034728937652,240,51,GG
GG101,19.182784184582623,251,49,GG
GG101,24.530416185790877,253,56,GG
GG101,31.391950911666537,254,64,GG
GG102,0.0,199,89,GG
GG102,6.068221961473672,208,93,GG
GG102,12.453636060604754,216,96,GG
GG102,19.15567614511827,218,92,GG
GG102,24.23306640830659,215,85,GG
GG102,28.593187036814875,215,77,GG
GG102,34.39524390093027,215,72,GG
GG103,0.0,166,176,GG
GG103,5.697939342526933,160,182,GG
GG103,10.439063342484577,154,187,GG
GG103,16.525084890057315,144,188,GG
GG103,23.757876687585913,133,193,GG
GG103,29.48089929449795,126,197,GG
GG103,36.061442033363825,126,201,GG
GG103,41.28176991933992,135,206,GG
GG103,48.565140043462065,146,210,GG
GG103,53.99084000808244,150,210,GG
GG104,0.0,254,47,GG
GG104,5.151476746627615,253,54,GG
GG104,11.886919545181938,255,68,GG
GG104,17.599003751872818,250,72,GG
GG104,24.260222626083376,239,68,GG
GG104,29.269917828716878,240,59,GG
GG104,34.07722498815983,240,49,GG
GG104,38.51591448479933,233,47,GG
GG104,45.278586059224665,226,40,GG
GG104,49.487877885016346,227,40,GG
GG105,0.0,76,80,GG
GG105,6.265895709016325,83,78,GG
GG105,13.06720912232471,93,77,GG
GG105,18.361264239518405,101,77,GG
GG105,23.355198737383155,111,80,GG
GG105,29.261361096504302,117,80,GG
GG105,34.74371496759546,126,77,GG
GG105,39.961708367699394,134,77,GG
GG105,45.34609031823791,144,76,GG
GG105,50.65840722304708,152,72,GG
GG105,55.90778259865123,155,73,GG
GG106,0.0,212,221,GG
GG106,6.183291971380861,215,213,GG
GG106,10.11525897990911,217,208,GG
GG106,15.198415435019829,226,207,GG
GG106,21.753984297609318,232,208,GG
GG107,0.0,215,78,GG
GG107,5.80407762203977,216,73,GG
GG107,12.428008802799816,220,65,GG
GG107,18.62280693918648,231,65,GG
GG107,23.609102350288396,230,64,GG
GG108,0.0,262,140,GG
GG108,6.043785825399995,261,150,GG
GG108,11.349661923797557,266,151,GG
GG108,16.486305184760248,275,152,GG
GG108,23.17574501388965,286,152,GG
GG108,29.921133173028707,297,153,GG
GG108,35.59850218192636,308,152,GG
GG108,42.183482172994026,320,149,GG
GG108,48.62376188498148,321,151,GG
GG109,0.0,197,114,GG
GG109,5.889714305670245,204,109,GG
GG109,11.111855527503636,209,101,GG
GG109,17.602580106007192,216,97,GG
GG109,24.15255374318256,217,99,GG
GG110,0.0,144,188,GG
GG110,6.790239019446612,154,187,GG
GG110,11.675612918597121,162,182,GG
GG110,16.23963335504391,166,175,GG
GG110,22.6390560402962,173,172,GG
GG111,0.0,239,64,GG
GG111,7.8084646104691435,241,52,GG
GG111,12.853483400662615,245,49,GG
GG111,19.018538880628,254,53,GG
GG111,23.55530762313976,253,62,GG
GG111,28.311761144057204,255,71,GG
GG111,35.333791630901246,260,73,GG
GG112,0.0,252,167,GG
GG112,5.826590830822613,243,168,GG
GG112,12.11685747719697,234,169,GG
GG112,18.506409396580807,221,171,GG
GG112,25.517915521916493,207,169,GG
GG112,31.8404131257858,201,166,GG
GG113,0.0,56,127,GG
GG113,5.02290668970043,59,131,GG
GG113,10.616887093247213,65,132,GG
GG113,17.68521430448391,71,124,GG
GG113,25.382630969591865,73,121,GG
GG114,0.0,156,212,GG
GG114,6.736500533859606,161,206,GG
GG114,12.456288248061409,162,195,GG
GG114,19.314907665853482,157,185,GG
GG114,22.948824990961725,156,179,GG
GG114,29.575319468364825,156,178,GG
GG115,0.0,150,111,GG
GG115,5.716409317802965,141,110,GG
GG115,11.967394379032902,130,111,GG
GG115,18.723923304211088,116,114,GG
GG115,22.538519607378547,116,113,GG
GG116,0.0,156,178,GG
GG116,6.5569285607535415,149,174,GG
GG116,15.142136934549807,140,167,GG
GG116,21.539516162658742,134,157,GG
GG116,27.93987337970205,133,154,GG
GG117,0.0,227,194,GG
GG117,5.762737221611454,236,190,GG
GG117,12.776473726776876,242,182,GG
GG117,17.470455282341206,237,176,GG
GG117,25.06676646004773,237,175,GG
GG118,0.0,167,97,GG
GG118,5.794445547558664,161,89,GG
GG118,13.178520473325898,155,85,GG
GG118,18.44946777389559,151,78,GG
GG118,25.5180311903573,144,76,GG
GG118,29.954764634887173,139,75,GG
GG118,36.88102396384714,126,77,GG
GG118,42.545884806832696,118,79,GG
GG118,49.053010064703535,110,87,GG
GG118,56.04567622525891,104,92,GG
GG119,0.0,103,169,GG
GG119,6.257589336943898,103,179,GG
GG119,12.83675697261139,94,181,GG
GG119,17.655964216104636,86,176,GG
GG119,25.732874573490072,70,177,GG
GG119,31.478272993453135,62,177,GG
GG119,36.55532938088313,61,182,GG
GG119,44.65938232913272,60,183,GG
GG120,0.0,199,126,GG
GG120,4.721968183496046,198,132,GG
GG120,10.19627138361703,192,130,GG
GG120,13.505222881078879,188,128,GG
GG120,21.837558497806782,188,118,GG
GG120,26.30306519686874,195,116,GG
GG120,31.831285018605886,197,115,GG
GG121,0.0,243,69,GG
GG121,5.365979267122115,253,72,GG
GG121,12.745276670289599,254,65,GG
GG121,18.54239779228644,253,55,GG
GG121,24.16074151050879,260,51,GG
GG121,28.531105218889156,262,51,GG
GG122,0.0,141,208,GG
GG122,6.594099432230941,153,212,GG
GG122,11.568670491769394,162,212,GG
GG122,16.92989582011661,169,210,GG
GG122,22.564019218194588,171,203,GG
GG122,28.730930222023115,175,194,GG
GG122,33.386457538668495,176,189,GG
GG122,39.92198248926647,177,186,GG
GG123,0.0,66,169,GG
GG123,5.310035574140075,64,160,GG
GG123,10.888729797546869,66,151,GG
