traj_id,time,locx,locy,mode
GSD47,4.397302055589017,111,216,GSD
GSD47,9.636998476641441,111,220,GSD
GSD47,16.14384151220995,111,225,GSD
GSD47,21.82422812874161,111,231,GSD
GSD47,26.984007725518453,111,235,GSD
GSD47,30.55440331075794,109,238,GSD
GSD47,36.87896696417932,108,242,GSD
GSD48,5.149538038585234,42,165,GSD
GSD48,9.744047506304689,44,168,GSD
GSD48,15.74227056264818,43,172,GSD
GSD48,19.084232924754073,43,174,GSD
GSD48,24.736839934377038,43,179,GSD
GSD48,28.26327289766626,42,182,GSD
GSD48,32.068041702186335,42,184,GSD
GSD48,36.44361303502484,41,185,GSD
GSD49,4.847147479971583,168,118,GSD
GSD49,10.17435421527217,170,115,GSD
GSD49,14.532119568992709,173,115,GSD
GSD49,17.85802154987474,177,115,GSD
GSD49,23.050143675438168,181,114,GSD
GSD49,28.22150666323521,184,112,GSD
GSD49,31.4983148557767,186,111,GSD
GSD49,35.5353578143975,189,109,GSD
GSD49,39.86716029809329,192,108,GSD
GSD49,43.69948405101128,193,111,GSD
GSD49,47.853589132069715,193,110,GSD
GSD50,6.060760382827025,239,43,GSD
GSD50,11.289208643013648,235,44,GSD
GSD50,14.90115402073408,236,42,GSD
GSD50,19.87444214276465,232,41,GSD
GSD50,25.392496980136645,227,37,GSD
GSD50,32.75185654509852,230,39,GSD
GSD51,3.942257382202026,265,84,GSD
GSD51,9.490111710011107,267,81,GSD
GSD51,15.304662735992217,272,82,GSD
GSD51,21.726986932252633,277,80,GSD
GSD51,27.141899619164768,282,79,GSD
GSD51,32.549862569358375,283,80,GSD
GSD52,5.236616838058359,224,170,GSD
GSD52,8.838666367678574,221,172,GSD
GSD52,13.759782730839186,222,175,GSD
GSD52,17.927520203107857,220,177,GSD
GSD52,23.34809014616691,218,180,GSD
GSD52,27.601543539252393,215,186,GSD
GSD52,33.02145730817664,213,188,GSD
GSD52,39.45244017678445,210,192,GSD
GSD52,44.4019891013446,209,194,GSD
GSD52,51.76922895429922,207,199,GSD
GSD52,56.53282457080386,203,201,GSD
GSD52,60.48591808661402,204,201,GSD
GSD53,5.599125087970262,236,98,GSD
GSD53,12.281572289914532,236,91,GSD
GSD53,19.723500966531066,229,89,GSD
GSD53,25.39516787968147,225,90,GSD
GSD53,30.31789166709629,223,89,GSD
GSD53,35.35681838065779,217,89,GSD
GSD53,41.656213197416356,216,93,GSD
GSD53,48.55759312713075,214,98,GSD
GSD53,53.398208124396106,211,99,GSD
GSD53,59.41718359568524,209,103,GSD
GSD53,65.38973648255154,209,104,GSD
GSD54,5.460005747834956,136,186,GSD
GSD54,12.233601135690005,130,187,GSD
GSD54,14.805809438729833,128,187,GSD
GSD54,18.84422729836914,126,189,GSD
GSD54,22.445378601248574,123,189,GSD
GSD54,28.11405979142897,123,193,GSD
GSD54,33.906779929797565,125,196,GSD
GSD54,38.97966221731042,126,196,GSD
GSD55,5.685639322724322,43,169,GSD
GSD55,11.287631232205522,43,172,GSD
GSD55,15.865622657409633,43,177,GSD
GSD55,21.304771022812286,42,181,GSD
GSD55,26.786750943446105,40,184,GSD
GSD55,31.707821688508506,41,189,GSD
GSD55,35.256421330517206,41,189,GSD
GSD55,40.848522127671224,39,194,GSD
GSD55,45.45219029880589,37,196,GSD
GSD55,52.07753568377725,36,201,GSD
GSD55,56.76897627589679,34,203,GSD
GSD55,62.47182665588458,32,205,GSD
GSD56,4.616453153957908,242,166,GSD
GSD56,10.023399972705324,240,164,GSD
GSD56,13.91072679537275,240,161,GSD
GSD56,19.54463409495026,241,159,GSD
GSD56,24.062220484638495,243,158,GSD
GSD56,28.3661283403896,241,158,GSD
GSD56,32.96253284328563,238,155,GSD
GSD56,38.08188884265766,236,152,GSD
GSD56,41.75289534249785,238,149,GSD
GSD56,46.480450808824145,235,146,GSD
GSD56,50.66861699789008,233,144,GSD
GSD56,53.69550451800032,232,140,GSD
GSD56,59.67549786947225,231,136,GSD
GSD56,65.10119470085014,232,138,GSD
GSD57,6.75837452660718,167,143,GSD
GSD57,9.030416437003586,168,143,GSD
GSD57,13.947564097769064,173,142,GSD
GSD57,21.31662424408129,179,141,GSD
GSD57,26.97507587126918,184,140,GSD
GSD57,30.995343242064347,188,141,GSD
GSD57,35.142419440289224,189,142,GSD
GSD58,4.624607535342738,214,168,GSD
GSD58,10.434369738711618,217,169,GSD
GSD58,16.84407436922322,223,169,GSD
GSD58,21.160530382615185,226,170,GSD
GSD58,24.422099084937855,228,171,GSD
GSD58,28.739496512136597,233,172,GSD
GSD58,33.88054337659909,235,170,GSD
GSD58,37.76833136779246,239,171,GSD
GSD58,43.24685154665559,239,170,GSD
GSD58,49.272571605399214,242,166,GSD
GSD58,54.9126335537246,240,163,GSD
GSD58,61.79436954060874,242,165,GSD
GSD59,4.174321489050008,70,68,GSD
GSD59,8.504889292988027,66,68,GSD
GSD59,13.7453947038792,65,69,GSD
GSD59,19.061533534758695,65,73,GSD
GSD59,23.811668582479772,67,76,GSD
GSD59,29.155567192854082,65,81,GSD
GSD59,33.79496650777905,65,85,GSD
GSD59,38.6041575584854,65,89,GSD
GSD59,42.63824345437316,64,93,GSD
GSD59,48.48757583115863,65,97,GSD
GSD59,52.797122752442654,65,101,GSD
GSD59,58.075097048792614,64,104,GSD
GSD59,63.94145873119023,60,105,GSD
GSD59,69.36839758214944,58,107,GSD
GSD59,74.1904661756336,57,111,GSD
GSD59,78.54633247904908,56,114,GSD
GSD59,82.71047829533208,54,115,GSD
GSD59,87.23188599538565,50,114,GSD
GSD59,91.70532613065106,46,113,GSD
GSD59,95.72851627238484,44,112,GSD
GSD59,100.56862043069367,39,114,GSD
GSD59,103.40538014309482,39,116,GSD
GSD59,108.43628690199297,35,117,GSD
GSD59,113.90924932578882,30,116,GSD
GSD59,119.24489548695281,28,116,GSD
GSD60,5.360507331709644,226,140,GSD
GSD60,9.913750541692176,230,139,GSD
GSD60,13.429431278813055,232,138,GSD
GSD60,17.795184392249467,231,135,GSD
GSD60,25.30298543782245,231,129,GSD
GSD60,31.213477803138204,231,125,GSD
GSD60,35.74319525564168,236,125,GSD
GSD60,41.58831757760063,239,125,GSD
GSD60,46.65998071842445,244,123,GSD
GSD60,50.515882127375825,245,123,GSD
GSD60,54.637086879408066,249,121,GSD
GSD60,58.75139699797046,252,117,GSD
GSD60,62.47782172280665,249,117,GSD
GSD61,5.155100155357632,156,198,GSD
GSD61,11.365758980877454,161,199,GSD
GSD61,14.984132070022778,162,199,GSD
GSD61,18.988209016312098,166,201,GSD
GSD61,23.576078920553357,169,201,GSD
GSD61,29.35445001012641,173,205,GSD
GSD61,35.18666329272619,179,208,GSD
GSD61,40.791363267676495,182,208,GSD
GSD61,43.15893761632459,185,208,GSD
GSD61,49.6540253877732,191,207,GSD
GSD61,54.28138034198662,194,206,GSD
GSD61,58.75869493001128,194,207,GSD
GSD62,5.559682227502465,45,167,GSD
GSD62,11.053533086752473,44,164,GSD
GSD62,15.115038852557651,42,162,GSD
GSD62,19.483514258587988,42,157,GSD
GSD62,24.65781063438441,37,158,GSD
GSD62,28.29136094898307,34,160,GSD
GSD62,33.6322074315329,31,155,GSD
GSD62,39.26250080499443,27,153,GSD
GSD62,45.61226189069102,32,149,GSD
GSD62,49.64849072972285,35,149,GSD
GSD62,53.44584253891249,37,148,GSD
GSD62,60.22131190047031,37,150,GSD
GSD62,64.32989261031855,39,150,GSD
GSD63,3.946293366867687,43,165,GSD
GSD63,9.002640648284485,44,162,GSD
GSD63,15.510473898277986,43,158,GSD
GSD63,19.718774327811285,40,159,GSD
GSD63,24.59662501379963,36,159,GSD
GSD63,30.00163316918538,32,156,GSD
GSD63,33.78099456655295,30,154,GSD
GSD63,38.50049106178433,28,155,GSD
GSD63,42.81191924266509,26,157,GSD
GSD63,49.01128368778514,21,158,GSD
GSD64,5.977962729468685,120,100,GSD
GSD64,11.646093719244707,122,96,GSD
GSD64,16.09169858030486,121,92,GSD
GSD64,20.86391088886675,123,89,GSD
GSD64,25.224196531918018,122,86,GSD
GSD64,29.60081602845759,120,82,GSD
GSD64,34.439386405740024,120,80,GSD
GSD64,37.21064329576773,121,78,GSD
GSD64,42.427194716691545,118,80,GSD
GSD64,47.95174510703629,118,79,GSD
GSD65,5.000961242386978,150,169,GSD
GSD65,9.350141890049905,147,171,GSD
GSD65,14.014767039657745,144,171,GSD
GSD65,18.92388155586142,142,169,GSD
GSD65,24.289794099736742,143,164,GSD
GSD65,27.128990045890113,142,164,GSD
GSD65,31.97826217197666,139,163,GSD
GSD65,36.49074144875878,135,162,GSD
GSD65,40.78968578486362,134,163,GSD
GSD65,45.71372117577008,131,166,GSD
