ID,time,GG,GSD,TG,TS,AP,RS,PS,duration,distance,speed,acc,cos,mode,TYPE
ffa1ed9d5d7c424b32129774527a7e9014a0f9fb,2021/7/13 14:09,1,0,0,0,0,0,0,39,36.60083151,56.30897155,-0.956177582,-0.976586993,1,GG
ffa1ed9d5d7c424b32129774527a7e9014a0f9fb,2021/7/13 15:07,1,0,0,0,0,0,0,7,6.17017993,52.88725654,-0.724327494,-0.969901072,1,GG
ffa1ed9d5d7c424b32129774527a7e9014a0f9fb,2021/7/13 15:21,1,1,0,0,0,0,0,14,11.51909796,49.3675627,-0.251406703,-0.527090679,1,GG
ffa1ed9d5d7c424b32129774527a7e9014a0f9fb,2021/7/13 12:41,1,1,0,0,0,0,0,11,16.52183007,90.1190731,0,1,1,GG
ffa1ed9d5d7c424b32129774527a7e9014a0f9fb,2021/7/13 12:52,1,0,0,0,0,0,0,11,16.52183007,90.1190731,0,-0.997727229,1,GG
ffa1ed9d5d7c424b32129774527a7e9014a0f9fb,2021/7/13 13:06,1,1,0,0,0,0,0,14,22.7105345,97.33086214,0.515127789,-0.993803704,1,GG
ffa1ed9d5d7c424b32129774527a7e9014a0f9fb,2021/7/13 13:30,1,0,0,0,0,0,0,12,18.71997945,93.59989723,0.913792376,-0.999247272,1,GG
ffa1ed9d5d7c424b32129774527a7e9014a0f9fb,2021/7/13 15:58,1,1,0,0,0,0,0,25,38.15940073,91.58256176,1.120354458,-0.88735487,1,GG
ffa1ed9d5d7c424b32129774527a7e9014a0f9fb,2021/7/13 15:33,1,0,0,0,0,0,0,12,12.71474006,63.5737003,1.1838448,-0.999975163,1,GG
ffa1ed9d5d7c424b32129774527a7e9014a0f9fb,2021/7/13 14:45,1,1,0,0,0,0,0,16,23.19154335,86.96828756,1.321964554,-0.951049545,1,GG
ffa1ed9d5d7c424b32129774527a7e9014a0f9fb,2021/7/13 14:17,1,0,0,0,0,0,0,8,11.49494355,86.21207665,3.737888137,-0.98632556,1,GG
ffa1ed9d5d7c424b32129774527a7e9014a0f9fb,2021/7/13 16:00,1,1,0,0,0,0,0,2,3.730468677,111.9140603,10.16574927,-1,1,GG
ff8b0fa18ca96a146df9616dfe6d842df691ee87,2021/7/13 5:18,1,1,0,0,0,0,0,14,0,0,-4.893151482,1,0,Static
ff8b0fa18ca96a146df9616dfe6d842df691ee87,2021/7/13 6:29,1,0,0,0,0,0,0,7,8.8727756,76.05236228,-1.723296706,-0.989459898,1,GG
ff8b0fa18ca96a146df9616dfe6d842df691ee87,2021/7/13 7:35,1,0,0,0,0,0,0,33,20.65855426,37.56100775,-1.036256022,-0.854514907,1,GG
ff8b0fa18ca96a146df9616dfe6d842df691ee87,2021/7/13 5:04,1,1,0,0,0,0,0,15,17.12603019,68.50412075,-0.641392305,1,1,GG
ff8b0fa18ca96a146df9616dfe6d842df691ee87,2021/7/13 6:44,1,0,0,0,0,0,1,15,17.21988104,68.87952417,-0.478189207,-0.731497553,1,GG
ff8b0fa18ca96a146df9616dfe6d842df691ee87,2021/7/13 19:43,0,1,0,1,0,1,0,676,9.10783247,0.808387497,-0.111049553,1,0,Static
ff8b0fa18ca96a146df9616dfe6d842df691ee87,2021/7/13 23:03,0,1,0,1,0,1,0,200,0,0,-0.004041937,-1,0,Static
ff8b0fa18ca96a146df9616dfe6d842df691ee87,2021/7/13 4:35,1,0,0,0,0,0,0,14,18.22916791,78.12500533,0,1,1,GG
ff8b0fa18ca96a146df9616dfe6d842df691ee87,2021/7/13 4:49,1,1,0,0,0,0,0,14,18.22916791,78.12500533,0,-0.994812626,1,GG
ff8b0fa18ca96a146df9616dfe6d842df691ee87,2021/7/13 7:02,1,1,0,0,0,0,0,18,21.52723694,71.75745648,0.159885128,-0.954460995,1,GG
ff8b0fa18ca96a146df9616dfe6d842df691ee87,2021/7/13 8:27,1,1,0,0,0,0,0,20,25.29262855,75.87788565,0.304190371,0.908807267,1,GG
ff8b0fa18ca96a146df9616dfe6d842df691ee87,2021/7/13 6:22,1,0,0,0,0,0,0,13,19.0916785,88.11543922,0.549641879,-0.989736469,1,GG
ff8b0fa18ca96a146df9616dfe6d842df691ee87,2021/7/13 5:56,1,0,0,0,0,0,0,38,18.71997945,29.55786228,0.777838481,-0.999999548,1,GG
ff8b0fa18ca96a146df9616dfe6d842df691ee87,2021/7/13 8:07,1,0,0,0,0,0,0,32,37.22350839,69.79407823,1.007283452,-0.997561494,1,GG
ff8b0fa18ca96a146df9616dfe6d842df691ee87,2021/7/13 6:09,1,0,0,0,0,0,0,13,17.54352054,80.97009479,3.954787116,-0.997369616,1,GG
ff8111ce66fac746a580349a85daf13b497dd7f4,2021/7/13 5:25,0,0,1,1,0,1,0,19,6.045440345,19.09086425,-3.505487221,-0.989795606,4,TS
ff8111ce66fac746a580349a85daf13b497dd7f4,2021/7/13 7:01,0,0,1,1,0,1,0,25,23.05549734,55.33319362,-3.191682111,-0.988292656,4,TS
ff8111ce66fac746a580349a85daf13b497dd7f4,2021/7/13 6:36,0,0,1,1,0,0,0,7,15.76461208,135.1252464,-1.4390126,-0.977806537,4,TS
ff8111ce66fac746a580349a85daf13b497dd7f4,2021/7/13 5:06,0,0,1,1,0,0,1,15,21.42378036,85.69512145,-1.405199543,-0.938549645,4,TS
ff8111ce66fac746a580349a85daf13b497dd7f4,2021/7/13 6:11,0,0,1,1,0,0,0,11,26.43628748,144.1979317,-1.046943827,-0.977297426,4,TS
ff8111ce66fac746a580349a85daf13b497dd7f4,2021/7/13 7:28,0,0,1,1,0,1,1,27,19.5935593,43.54124288,-0.436738916,-1,4,TS
ff8111ce66fac746a580349a85daf13b497dd7f4,2021/7/13 1:54,0,1,0,1,0,0,0,27,7.061908029,15.69312895,0,1,4,TS
ff8111ce66fac746a580349a85daf13b497dd7f4,2021/7/13 2:21,0,0,0,1,0,0,0,27,7.061908029,15.69312895,0,-0.92271494,4,TS
ff8111ce66fac746a580349a85daf13b497dd7f4,2021/7/13 6:29,0,1,1,0,0,0,0,18,43.55950039,145.1983346,0.055577939,-0.998044749,4,TS
ff8111ce66fac746a580349a85daf13b497dd7f4,2021/7/13 4:51,1,1,0,1,0,0,0,150,266.9327866,106.7731146,0.607199904,-0.666803431,4,TS
ff8111ce66fac746a580349a85daf13b497dd7f4,2021/7/13 5:56,0,1,1,1,0,0,0,31,61.81219355,119.6365036,3.243407721,-0.629588005,4,TS
ff8111ce66fac746a580349a85daf13b497dd7f4,2021/7/13 6:00,0,0,1,1,0,0,0,4,10.38095425,155.7143138,9.01945255,-0.992091833,4,TS
ff7f931d0572b264f44920a0263dee16044f7e75,2021/7/13 13:41,1,1,0,0,0,0,0,3,1.932878049,38.65756099,-6.276280243,0.952230526,1,GG
ff7f931d0572b264f44920a0263dee16044f7e75,2021/7/13 13:58,1,1,0,0,0,0,0,17,0.798519652,2.818304653,-2.108191549,0.462026392,2,GSD
ff7f931d0572b264f44920a0263dee16044f7e75,2021/7/13 11:49,1,0,0,0,0,0,0,18,19.20096605,64.00322018,-1.685541883,-0.831187545,1,GG
ff7f931d0572b264f44920a0263dee16044f7e75,2021/7/13 13:38,1,1,0,0,0,0,1,17,16.28781382,57.48640172,-1.600367445,-0.388851266,1,GG
ff7f931d0572b264f44920a0263dee16044f7e75,2021/7/13 13:21,1,1,0,0,0,0,0,5,7.057720691,84.69264829,-1.25077703,-0.896618103,1,GG
ff7f931d0572b264f44920a0263dee16044f7e75,2021/7/13 12:58,1,0,0,0,0,0,1,27,41.91524341,93.14498535,-0.492737806,-0.984471144,1,GG
ff7f931d0572b264f44920a0263dee16044f7e75,2021/7/13 13:16,1,1,0,0,0,0,0,18,27.28396003,90.94653344,-0.122136217,-0.999348745,1,GG
ff7f931d0572b264f44920a0263dee16044f7e75,2021/7/13 12:31,0,1,0,0,0,0,0,13,23.06392965,106.4489061,-0.088859508,-0.974658949,1,GG
ff7f931d0572b264f44920a0263dee16044f7e75,2021/7/13 19:03,0,1,0,0,0,0,0,281,11.0000932,2.34877435,-0.067524484,1,2,GSD
ff7f931d0572b264f44920a0263dee16044f7e75,2021/7/13 21:53,0,1,0,0,0,0,0,170,0,0,-0.01381632,-1,0,Static
ff7f931d0572b264f44920a0263dee16044f7e75,2021/7/13 14:22,1,1,0,0,0,0,0,9,3.198473159,21.32315439,-0.007906127,-0.265770868,2,GSD
ff7f931d0572b264f44920a0263dee16044f7e75,2021/7/13 11:08,1,0,0,1,0,0,0,10,13.31502481,79.89014883,0,1,1,GG
ff7f931d0572b264f44920a0263dee16044f7e75,2021/7/13 11:18,1,0,0,0,0,0,0,10,13.31502481,79.89014883,0,0.372100303,1,GG
ff7f931d0572b264f44920a0263dee16044f7e75,2021/7/13 12:14,1,1,0,0,0,0,0,16,27.00927589,101.2847846,0.166891514,-0.994957075,1,GG
ff7f931d0572b264f44920a0263dee16044f7e75,2021/7/13 11:31,1,0,0,0,0,0,0,13,20.44097772,94.34297408,1.111755788,-0.55380128,1,GG
ff7f931d0572b264f44920a0263dee16044f7e75,2021/7/13 14:13,0,1,0,0,0,0,1,15,5.348577381,21.39430953,1.238400325,-0.087011226,2,GSD
ff7f931d0572b264f44920a0263dee16044f7e75,2021/7/13 12:18,1,0,0,0,0,0,0,4,7.173605315,107.6040797,1.579823775,-0.840341298,1,GG
ff7f931d0572b264f44920a0263dee16044f7e75,2021/7/13 11:58,1,0,0,0,0,0,0,9,14.79217806,98.61452037,3.845700021,-0.997493817,1,GG
ff79c3b1f6e9d47d9bf38ff06329955a24f81070,2021/7/13 7:33,0,0,1,1,0,1,1,6,0.144835043,1.448350432,-10.66048185,-0.798854414,4,TS
ff79c3b1f6e9d47d9bf38ff06329955a24f81070,2021/7/13 8:23,0,0,1,1,0,1,1,8,3.813179476,28.59884607,-9.968148291,-0.554695585,4,TS
ff79c3b1f6e9d47d9bf38ff06329955a24f81070,2021/7/13 7:03,0,1,1,1,0,1,0,10,2.101757172,12.61054303,-8.284213904,-0.913116455,4,TS
ff79c3b1f6e9d47d9bf38ff06329955a24f81070,2021/7/13 9:28,0,0,1,1,0,1,1,13,5.17054628,23.86405976,-7.590204749,-0.997354861,4,TS
ff79c3b1f6e9d47d9bf38ff06329955a24f81070,2021/7/13 9:53,0,0,1,1,0,1,1,19,27.13837466,85.70013052,-0.963428041,-0.997697891,4,TS
ff79c3b1f6e9d47d9bf38ff06329955a24f81070,2021/7/13 7:15,0,1,0,1,0,1,0,12,0.871537896,4.35768948,-0.687737796,-0.952472542,4,TS
ff79c3b1f6e9d47d9bf38ff06329955a24f81070,2021/7/13 2:56,0,0,0,1,0,0,0,52,6.441884077,7.432943165,-0.43461992,-0.948709795,4,TS
ff79c3b1f6e9d47d9bf38ff06329955a24f81070,2021/7/13 10:42,1,1,1,1,0,1,0,49,52.64365386,64.46161698,-0.433439052,-0.953594719,4,TS
ff79c3b1f6e9d47d9bf38ff06329955a24f81070,2021/7/13 1:33,0,0,0,1,0,0,0,31,15.5171425,30.03317903,0,1,4,TS
ff79c3b1f6e9d47d9bf38ff06329955a24f81070,2021/7/13 2:04,0,0,0,1,0,0,0,31,15.5171425,30.03317903,0,-0.853132019,4,TS
ff79c3b1f6e9d47d9bf38ff06329955a24f81070,2021/7/13 6:44,0,1,0,1,0,0,0,228,259.4834165,68.28510961,0.266895467,-0.616093188,4,TS
ff79c3b1f6e9d47d9bf38ff06329955a24f81070,2021/7/13 8:53,0,1,1,1,0,0,0,30,25.57051594,51.14103188,0.751406194,-0.965298568,4,TS
ff79c3b1f6e9d47d9bf38ff06329955a24f81070,2021/7/13 11:04,0,0,1,1,0,0,0,22,31.64926102,86.31616641,0.99338861,-1,4,TS
ff79c3b1f6e9d47d9bf38ff06329955a24f81070,2021/7/13 8:15,0,1,1,1,0,0,0,19,34.3089436,108.3440324,2.473208415,-0.999279728,4,TS
ff79c3b1f6e9d47d9bf38ff06329955a24f81070,2021/7/13 9:15,0,0,1,1,0,0,0,10,20.42278691,122.5367215,2.590285565,-0.999821698,4,TS
ff79c3b1f6e9d47d9bf38ff06329955a24f81070,2021/7/13 7:56,0,1,0,1,0,0,0,23,23.5186778,61.35307252,2.604553134,-0.974056448,4,TS
ff79c3b1f6e9d47d9bf38ff06329955a24f81070,2021/7/13 6:53,0,1,1,1,0,0,0,9,14.31790231,95.45268207,3.018619162,-0.970407991,4,TS
ff79c3b1f6e9d47d9bf38ff06329955a24f81070,2021/7/13 9:05,0,0,1,1,0,1,0,12,19.32677317,96.63386585,3.791069498,-0.995175536,4,TS
ff79c3b1f6e9d47d9bf38ff06329955a24f81070,2021/7/13 7:27,0,0,1,1,0,1,1,12,13.08224831,65.41124155,5.087796006,-0.967858398,4,TS
ff79c3b1f6e9d47d9bf38ff06329955a24f81070,2021/7/13 9:34,0,0,1,1,0,1,0,6,10.40052633,104.0052633,13.35686726,-0.996445479,4,TS
ff76ca54985a4f535f754da464bb20b08c50e37d,2021/7/13 4:03,0,0,1,1,0,1,1,3,1.513494182,30.26988364,-15.39569393,-0.714396639,4,TS
ff76ca54985a4f535f754da464bb20b08c50e37d,2021/7/13 6:52,0,0,1,1,0,1,1,6,0.048532426,0.485324265,-10.44411976,0.927902293,4,TS
ff76ca54985a4f535f754da464bb20b08c50e37d,2021/7/13 5:41,0,0,1,1,0,0,0,13,8.800591874,40.61811634,-5.135004558,-0.998591187,4,TS
ff76ca54985a4f535f754da464bb20b08c50e37d,2021/7/13 4:44,0,1,0,1,0,0,0,10,17.33312316,103.998739,-1.15371607,-0.939695737,4,TS
ff76ca54985a4f535f754da464bb20b08c50e37d,2021/7/13 6:46,0,0,1,1,0,1,1,56,58.94003996,63.15004281,-0.705687798,0.894901846,4,TS
ff76ca54985a4f535f754da464bb20b08c50e37d,2021/7/13 7:23,0,1,1,1,0,1,0,17,22.44955777,79.23373332,-0.688479157,-1,4,TS
ff76ca54985a4f535f754da464bb20b08c50e37d,2021/7/13 5:03,0,0,1,1,0,0,0,19,31.49645745,99.4624972,-0.238749568,-0.943950157,4,TS
ff76ca54985a4f535f754da464bb20b08c50e37d,2021/7/13 3:44,0,1,0,1,0,0,0,199,253.6636384,76.48149903,-0.176199413,-0.727560614,4,TS
ff76ca54985a4f535f754da464bb20b08c50e37d,2021/7/13 4:00,0,0,1,1,0,0,1,16,20.38852411,76.45696542,-0.001533351,-0.969177871,4,TS
ff76ca54985a4f535f754da464bb20b08c50e37d,2021/7/13 0:16,0,0,0,1,0,0,0,9,16.73177734,111.5451823,0,1,4,TS
ff76ca54985a4f535f754da464bb20b08c50e37d,2021/7/13 0:25,0,1,0,0,0,0,0,9,16.73177734,111.5451823,0,-0.667636397,4,TS
ff76ca54985a4f535f754da464bb20b08c50e37d,2021/7/13 5:28,0,0,1,1,0,0,0,25,44.73882318,107.3731756,0.316427136,-0.99764999,4,TS
ff76ca54985a4f535f754da464bb20b08c50e37d,2021/7/13 4:28,0,1,1,1,0,0,0,25,16.95035408,40.68084979,0.416438646,-0.986254839,4,TS
ff76ca54985a4f535f754da464bb20b08c50e37d,2021/7/13 7:06,0,0,1,1,0,0,0,14,21.21883843,90.93787899,6.460896766,-0.93782731,4,TS
ff76ca54985a4f535f754da464bb20b08c50e37d,2021/7/13 5:50,0,0,1,1,0,0,0,9,15.40028392,102.6685595,6.894493684,-0.993199797,4,TS
ff76ca54985a4f535f754da464bb20b08c50e37d,2021/7/13 4:34,0,0,0,1,0,0,0,6,11.55358997,115.5358997,12.47584165,-0.991832426,4,TS
ff4b79bc809397a004d0bf70c3da028a3c2acdde,2021/7/13 8:51,1,0,0,0,0,0,0,8,5.519008313,41.39256235,-6.57130425,-0.97888058,1,GG
ff4b79bc809397a004d0bf70c3da028a3c2acdde,2021/7/13 14:02,1,1,0,0,0,0,0,8,5.711884232,42.83913174,-5.242169289,-0.995766781,1,GG
ff4b79bc809397a004d0bf70c3da028a3c2acdde,2021/7/13 11:29,1,0,1,0,0,0,0,7,4.273561698,36.63052884,-4.583367419,1,1,GG
ff4b79bc809397a004d0bf70c3da028a3c2acdde,2021/7/13 11:49,1,0,1,0,0,0,0,20,0,0,-1.831526442,1,0,Static
ff4b79bc809397a004d0bf70c3da028a3c2acdde,2021/7/13 11:16,1,0,1,0,0,0,0,14,15.12074387,64.803188,-1.817454991,-0.974487046,1,GG
ff4b79bc809397a004d0bf70c3da028a3c2acdde,2021/7/13 13:54,1,1,0,0,0,0,0,12,16.95529721,84.77648605,-1.562615113,-0.997936058,1,GG
ff4b79bc809397a004d0bf70c3da028a3c2acdde,2021/7/13 10:03,1,1,1,0,0,0,0,26,27.37228173,63.166804,-0.590249325,-0.985198916,1,GG
ff4b79bc809397a004d0bf70c3da028a3c2acdde,2021/7/13 14:17,1,0,0,0,0,0,0,15,8.980894271,35.92357708,-0.461036977,-0.989666442,1,GG
ff4b79bc809397a004d0bf70c3da028a3c2acdde,2021/7/13 15:09,1,1,0,0,0,0,0,15,20.99338135,83.97352542,-0.218529025,-1,1,GG
ff4b79bc809397a004d0bf70c3da028a3c2acdde,2021/7/13 13:36,1,0,0,0,0,0,1,43,63.21461504,88.20643958,-0.126869959,-0.883272452,1,GG
ff4b79bc809397a004d0bf70c3da028a3c2acdde,2021/7/13 8:12,1,0,0,0,0,0,0,20,1.848351648,5.545054943,0,1,0,Static
ff4b79bc809397a004d0bf70c3da028a3c2acdde,2021/7/13 8:32,1,0,0,0,0,0,0,20,1.848351648,5.545054943,0,0.998470182,0,Static
ff4b79bc809397a004d0bf70c3da028a3c2acdde,2021/7/13 9:37,1,1,0,0,0,0,0,38,49.72508142,78.51328645,0.156318653,-0.999951824,1,GG
ff4b79bc809397a004d0bf70c3da028a3c2acdde,2021/7/13 10:51,1,1,1,0,0,0,0,25,32.29604538,77.51050892,0.169310194,-0.968016281,1,GG
ff4b79bc809397a004d0bf70c3da028a3c2acdde,2021/7/13 10:26,1,0,1,0,0,0,0,9,10.99166311,73.27775407,0.212640367,-0.996112166,1,GG
ff4b79bc809397a004d0bf70c3da028a3c2acdde,2021/7/13 14:54,1,1,0,0,0,0,0,21,30.53801128,87.2514608,0.484374383,-0.961475891,1,GG
ff4b79bc809397a004d0bf70c3da028a3c2acdde,2021/7/13 10:17,1,1,1,0,0,0,0,14,16.65159785,71.36399077,0.585513341,-0.999155323,1,GG
ff4b79bc809397a004d0bf70c3da028a3c2acdde,2021/7/13 11:22,1,1,1,0,0,0,0,6,6.871410077,68.71410077,0.651818795,-0.953792107,1,GG
ff4b79bc809397a004d0bf70c3da028a3c2acdde,2021/7/13 12:53,1,1,0,0,0,0,0,9,14.04927717,93.6618478,0.767120679,-0.993959777,1,GG
ff4b79bc809397a004d0bf70c3da028a3c2acdde,2021/7/13 12:44,1,1,1,0,0,0,0,18,26.02732851,86.75776169,0.845007377,-0.797807313,1,GG
ff4b79bc809397a004d0bf70c3da028a3c2acdde,2021/7/13 11:02,1,1,1,0,0,0,0,11,16.54538561,90.24755788,1.157913542,-0.999794399,1,GG
ff4b79bc809397a004d0bf70c3da028a3c2acdde,2021/7/13 12:26,1,1,0,0,0,0,0,17,20.27182819,71.54762891,1.894576962,-0.999821364,1,GG
ff4b79bc809397a004d0bf70c3da028a3c2acdde,2021/7/13 12:09,1,0,1,0,0,0,0,20,13.11327352,39.33982055,1.966991028,-0.990582848,1,GG
ff4b79bc809397a004d0bf70c3da028a3c2acdde,2021/7/13 14:33,1,0,0,0,0,0,0,4,5.138639916,77.07959875,2.38205808,-0.999247405,1,GG
ff4b79bc809397a004d0bf70c3da028a3c2acdde,2021/7/13 13:42,1,0,0,0,0,0,0,6,10.35278674,103.5278674,2.553571303,-0.888399694,1,GG
ff4b79bc809397a004d0bf70c3da028a3c2acdde,2021/7/13 14:29,1,1,0,0,0,0,0,12,13.51027329,67.55136643,2.635649113,-0.609616063,1,GG
