ID,locx,locy
GG4,114,198
GG4,113,198
GG4,112,198
GG4,112,197
GG4,111,197
GG4,110,197
GG4,109,197
GG4,108,197
GG4,107,197
GG4,106,196
GG4,105,196
GG4,105,195
GG4,104,195
GG4,103,195
GG4,103,194
GG4,102,193
GG4,101,192
GG4,101,191
GG4,100,191
GG4,99,192
GG4,100,192
GG4,99,193
GG4,98,193
GG4,97,194
GG4,96,194
GG4,95,194
GG4,94,195
GG4,93,195
GG4,92,196
GG4,92,195
GG4,91,196
GG4,90,197
GG4,91,197
GG5,162,199
GG5,162,198
GG5,162,197
GG5,162,196
GG5,162,195
GG5,161,194
GG5,162,194
GG5,161,193
GG5,160,192
GG5,161,192
GG5,160,191
GG5,160,190
GG5,159,190
GG5,159,189
GG5,159,188
GG5,158,187
GG5,157,186
GG5,158,186
GG5,158,185
GG5,157,184
GG5,157,185
GG5,158,184
GG5,159,184
GG5,160,184
GG5,160,183
GG5,161,183
GG5,161,182
GG5,162,182
GG5,162,181
GG5,163,180
GG5,162,180
GG5,163,179
GG5,164,179
GG5,164,178
GG5,165,177
GG5,166,176
GG5,165,176
GG5,164,177
GG5,163,178
GG6,141,208
GG6,140,208
GG6,141,209
GG6,142,209
GG6,143,209
GG6,144,209
GG6,145,209
GG6,146,210
GG6,146,209
GG6,147,210
GG6,148,210
GG6,149,210
GG6,150,210
GG6,151,211
GG6,151,210
GG6,152,211
GG6,153,211
GG6,154,211
GG6,154,212
GG6,155,212
GG6,156,212
GG6,157,212
GG6,158,212
GG6,159,212
GG6,160,213
GG6,161,213
GG6,160,212
GG6,161,212
GG6,161,211
GG6,162,212
GG6,163,212
GG6,163,213
GG6,164,213
GG6,165,213
GG6,166,213
GG6,167,213
GG6,168,212
GG6,169,211
GG6,169,212
GG6,170,213
GG6,171,213
GG6,172,213
GG6,173,213
GG6,174,212
GG6,173,212
GG7,124,77
GG7,123,77
GG7,122,77
GG7,121,77
GG7,120,78
GG7,119,78
GG7,118,78
GG7,119,79
GG7,118,79
GG7,117,79
GG7,116,80
GG7,117,80
GG7,116,81
GG7,115,81
GG7,115,82
GG7,114,83
GG7,113,84
GG7,112,84
GG7,112,85
GG7,111,85
GG7,111,84
GG7,111,83
GG7,110,82
GG7,110,81
GG7,110,80
GG7,110,79
GG7,109,79
GG7,109,78
GG7,109,77
GG7,109,76
GG7,109,75
GG7,109,74
GG7,109,73
GG7,109,72
GG7,109,71
GG7,108,70
GG7,108,71
GG7,107,70
GG7,107,69
GG7,106,69
GG7,106,68
GG7,106,67
GG7,106,66
GG7,106,65
GG7,105,64
GG7,105,65
GG7,106,64
GG7,106,63
GG7,106,62
GG7,105,63
GG8,162,199
GG8,162,200
GG8,162,201
GG8,162,202
GG8,162,203
GG8,162,204
GG8,162,205
GG8,162,206
GG8,162,207
GG8,161,207
GG8,161,208
GG8,161,209
GG8,161,210
GG8,161,211
GG8,161,212
GG8,161,213
GG8,160,214
GG8,159,214
GG8,159,215
GG8,158,215
GG8,157,216
GG8,157,217
GG8,156,217
GG8,156,218
GG8,156,219
GG8,155,220
GG8,155,221
GG8,154,221
GG8,154,222
GG8,154,223
GG8,153,224
GG8,154,224
GG8,153,225
GG8,153,226
GG8,153,227
GG8,152,227
GG8,152,228
GG8,151,229
GG8,152,229
GG8,151,230
GG8,150,230
GG8,149,231
GG8,148,231
GG8,149,230
GG9,103,195
GG9,104,195
GG9,105,196
GG9,106,196
GG9,106,197
GG9,107,197
GG9,108,197
GG9,109,197
GG9,110,197
GG9,111,197
GG9,112,197
GG9,113,198
GG9,114,198
GG9,115,198
GG9,116,198
GG9,117,198
GG9,118,199
GG9,119,199
GG9,120,200
GG9,121,200
GG9,122,200
GG9,122,201
GG9,123,202
GG9,124,201
GG9,123,200
GG9,124,199
GG9,124,198
GG9,125,198
GG9,125,197
GG9,126,196
GG9,125,196
GG9,126,195
GG9,126,194
GG9,127,194
GG9,127,193
GG9,128,193
GG9,129,193
GG9,128,192
GG9,127,192
GG9,127,191
GG9,126,190
GG9,126,189
GG9,125,189
GG9,124,189
GG9,123,189
GG9,122,188
GG9,121,187
GG9,120,187
GG9,121,188
GG10,175,169
GG10,175,170
GG10,176,170
GG10,176,169
GG10,177,169
GG10,178,169
GG10,178,168
GG10,179,168
GG10,180,167
GG10,180,168
GG10,181,167
GG10,182,167
GG10,183,166
GG10,184,166
GG10,185,165
GG10,186,165
GG10,186,164
GG10,187,163
GG10,186,163
GG10,186,162
GG10,187,162
GG10,187,161
GG10,187,160
GG10,187,159
GG10,187,158
GG10,188,158
GG10,188,157
GG10,188,156
GG10,188,155
GG10,189,154
GG10,188,154
GG10,189,153
GG10,189,152
GG10,189,151
GG10,190,151
GG10,190,150
GG10,190,149
GG10,191,148
GG10,191,147
GG10,192,146
GG10,192,147
GG10,193,146
GG10,193,145
GG10,194,144
GG10,193,144
GG10,194,143
GG10,194,142
GG10,195,141
GG10,195,142
GG11,66,180
GG11,65,179
GG11,64,178
GG11,65,177
GG11,66,178
GG11,65,178
GG11,64,177
GG11,63,178
GG11,62,178
GG11,61,178
GG11,61,179
GG11,60,180
GG11,61,180
GG11,60,179
GG11,59,179
GG11,58,179
GG11,57,178
GG11,58,178
GG11,57,177
GG11,56,177
GG11,55,177
GG11,55,176
GG11,54,176
GG11,53,175
GG11,52,176
GG11,51,175
GG11,52,175
GG11,53,176
GG11,52,177
GG11,52,178
GG11,51,179
GG11,51,180
GG11,51,181
GG11,51,182
GG11,52,183
GG11,51,184
GG11,51,185
GG11,52,184
GG11,51,183
GG11,52,182
GG12,59,137
GG12,60,137
GG12,61,136
GG12,60,135
GG12,60,136
GG12,61,135
GG12,62,134
GG12,63,134
GG12,64,133
GG12,63,133
GG12,64,132
GG12,65,131
GG12,66,130
GG12,67,129
GG12,67,128
GG12,68,127
GG12,69,126
GG12,70,125
GG12,70,124
GG12,71,123
GG12,72,122
GG12,73,121
GG12,74,120
GG12,73,120
GG12,74,119
GG12,74,118
GG12,75,118
GG12,75,117
GG12,75,116
GG12,76,116
GG12,76,115
GG12,76,114
GG12,76,113
GG12,76,112
GG12,77,112
GG12,77,111
GG12,78,110
GG12,77,110
GG12,78,109
GG12,78,108
GG12,79,107
GG12,80,106
GG12,80,107
GG12,81,106
GG12,82,105
GG12,82,104
GG12,83,104
GG12,83,103
GG12,84,103
GG12,85,102
GG12,86,101
GG12,85,101
GG12,84,102
GG13,278,151
GG13,277,151
GG13,277,152
GG13,278,152
GG13,279,152
GG13,280,152
GG13,281,152
GG13,282,152
GG13,283,152
GG13,284,152
GG13,285,152
GG13,286,152
GG13,287,152
GG13,288,152
GG13,289,152
GG13,290,152
GG13,291,152
GG13,292,152
GG13,293,152
GG13,294,152
GG13,295,152
GG13,296,152
GG13,297,152
GG13,298,152
GG13,299,152
GG13,300,152
GG13,301,152
GG13,302,152
GG13,303,152
GG13,304,152
GG13,305,152
GG13,306,152
GG13,307,152
GG13,308,152
GG13,309,152
GG13,310,152
GG13,311,152
GG13,312,152
GG13,313,152
GG13,314,151
GG13,314,152
GG13,315,151
GG13,316,151
GG13,317,151
GG13,318,151
GG13,319,151
GG13,320,151
GG13,321,150
GG13,322,150
GG13,321,151
GG14,92,98
GG14,93,97
GG14,93,98
GG14,94,97
GG14,94,96
GG14,95,95
GG14,96,95
GG14,97,94
GG14,97,95
GG14,98,94
GG14,99,93
GG14,100,93
GG14,101,93
GG14,101,92
GG14,102,92
GG14,103,92
GG14,104,91
GG14,105,91
GG14,105,90
GG14,106,90
GG14,107,89
GG14,108,89
GG14,109,88
GG14,110,87
GG14,109,87
GG14,110,86
GG14,111,86
GG14,111,85
GG14,111,84
GG14,112,84
GG14,113,83
GG14,113,84
GG14,112,85
GG14,112,86
GG14,113,87
GG14,114,86
GG14,115,86
GG14,116,87
GG14,117,87
GG14,116,86
GG15,104,114
GG15,105,114
GG15,106,114
GG15,107,114
GG15,108,114
GG15,109,114
GG15,109,115
GG15,110,115
GG15,111,115
GG15,112,114
GG15,113,114
GG15,114,114
GG15,114,115
GG15,115,114
GG15,114,113
GG15,114,112
GG15,114,111
GG15,114,110
GG15,114,109
GG15,114,108
GG15,114,107
GG15,114,106
GG15,114,105
GG15,114,104
GG15,114,103
GG15,114,102
GG15,114,101
GG15,114,100
GG15,114,99
GG15,114,98
GG15,114,97
GG15,113,97
GG15,113,96
GG15,113,95
GG15,113,94
GG15,113,93
GG15,113,92
GG15,113,91
GG15,113,90
GG15,113,89
GG15,113,88
GG15,113,87
GG15,114,86
GG15,113,86
GG15,112,85
GG15,111,84
GG15,112,84
GG15,113,84
GG15,113,83
GG15,114,82
GG15,115,81
GG15,116,81
GG15,116,80
GG15,117,79
GG15,117,80
GG15,118,79
GG15,119,78
GG15,119,79
GG15,118,78
GG16,241,126
GG16,240,127
GG16,239,127
GG16,238,127
GG16,237,128
GG16,237,127
GG16,236,128
GG16,235,129
GG16,235,128
GG16,234,129
GG16,233,129
GG16,232,129
GG16,231,130
GG16,230,130
GG16,229,130
GG16,228,131
GG16,228,130
GG16,227,131
GG16,226,131
GG16,225,131
GG16,224,130
GG16,223,129
GG16,223,128
GG16,223,127
GG16,223,126
GG16,223,125
GG16,224,124
GG16,223,124
GG16,224,123
GG16,223,122
GG16,224,122
GG16,223,121
GG16,222,120
GG16,222,119
GG16,221,118
GG16,222,118
GG16,221,117
GG16,221,116
GG16,221,115
GG16,220,114
GG16,221,114
GG16,220,113
GG16,220,112
GG16,220,111
GG16,220,110
GG16,220,109
GG16,221,109
GG16,220,108
GG16,220,107
GG16,220,106
GG16,220,105
GG16,220,104
GG16,219,104
GG16,219,103
GG16,218,102
GG16,218,103
GG16,217,102
GG16,217,101
GG16,217,100
GG16,216,99
GG16,215,98
GG16,214,99
GG16,213,99
GG16,212,99
GG16,212,100
GG16,211,101
GG16,210,101
GG16,209,101
GG16,208,102
GG16,209,102
GG16,208,103
GG16,208,104
GG16,207,105
GG16,207,106
GG16,206,106
GG16,206,107
GG16,206,108
GG16,205,108
GG16,204,109
GG16,203,110
GG16,202,111
GG16,201,112
GG16,201,113
GG16,201,114
GG16,200,113
GG16,199,113
GG16,200,112
GG16,201,111
GG16,202,110
GG16,203,109
GG16,204,108
GG17,176,189
GG17,176,190
GG17,176,191
GG17,175,192
GG17,175,193
GG17,174,194
GG17,174,195
GG17,174,196
GG17,173,197
GG17,173,198
GG17,173,199
GG17,172,200
GG17,172,201
GG17,172,202
GG17,171,203
GG17,170,204
GG17,171,204
GG17,170,205
GG17,170,206
GG17,169,207
GG17,169,208
GG17,169,209
GG17,169,210
GG17,169,211
GG17,168,212
GG17,167,213
GG17,168,213
GG17,168,214
GG17,169,213
GG17,169,212
GG17,170,213
GG17,171,213
GG17,172,213
GG17,173,212
GG17,173,213
GG17,174,212
GG17,175,212
GG17,176,212
GG17,177,213
GG17,178,212
GG17,177,212
GG17,176,213
GG18,131,148
GG18,131,149
GG18,130,150
GG18,130,149
GG18,129,150
GG18,128,151
GG18,128,150
GG18,127,151
GG18,126,151
GG18,125,151
GG18,124,151
GG18,123,151
GG18,122,151
GG18,121,151
GG18,120,151
GG18,119,151
GG18,118,151
GG18,117,151
GG18,116,151
GG18,115,152
GG18,114,153
GG18,114,152
GG18,115,151
GG18,114,151
GG18,113,151
GG18,112,151
GG18,111,151
GG18,110,150
GG18,109,151
GG18,109,152
GG18,110,151
GG18,109,150
GG18,109,149
GG18,108,150
GG18,107,150
GG18,107,149
GG18,106,149
GG18,105,149
GG18,104,149
GG18,103,149
GG18,102,149
GG18,102,148
GG18,101,148
GG18,100,148
GG18,99,148
GG18,98,148
GG18,97,148
GG18,96,148
GG18,95,148
GG18,94,148
GG18,93,148
GG18,92,148
GG18,91,148
GG18,90,148
GG18,89,148
GG18,88,148
GG18,87,148
GG18,86,148
GG18,85,148
GG18,84,148
GG18,83,148
GG18,82,148
GG18,81,148
GG18,80,148
GG18,79,148
GG18,79,149
GG18,78,149
GG18,77,149
GG18,76,149
GG18,75,149
GG18,74,149
GG18,73,149
GG18,73,148
GG18,72,148
GG18,71,148
GG18,70,148
GG18,69,149
GG18,70,149
GG19,149,158
GG19,148,159
GG19,148,158
GG19,147,159
GG19,146,160
GG19,146,159
GG19,145,160
GG19,144,161
GG19,144,162
GG19,143,163
GG19,142,164
GG19,141,165
GG19,142,165
GG19,142,166
GG19,142,167
GG19,143,167
GG19,143,168
GG19,144,168
GG19,144,169
GG19,145,169
GG19,146,170
GG19,146,169
GG19,147,170
GG19,148,170
GG19,148,171
GG19,149,172
GG19,148,172
GG19,149,173
GG19,150,174
GG19,151,175
GG19,152,175
GG19,151,176
GG19,152,176
GG19,153,176
GG19,154,176
GG19,155,177
GG19,155,178
GG19,156,179
GG19,156,180
GG19,156,181
GG19,156,182
GG19,156,183
GG19,157,184
GG19,157,185
GG19,158,184
GG19,158,185
GG19,157,186
GG19,156,186
GG19,155,187
GG19,156,187
GG20,236,75
GG20,236,74
GG20,236,73
GG20,237,72
GG20,237,71
GG20,238,70
GG20,238,69
GG20,238,68
GG20,237,68
GG20,236,68
GG20,235,68
GG20,234,67
GG20,233,67
GG20,232,66
GG20,231,66
GG20,231,65
GG20,230,64
GG20,229,64
GG20,228,64
GG20,227,64
GG20,226,64
GG20,225,64
GG20,224,64
GG20,223,64
GG20,222,64
GG20,221,64
GG20,221,65
GG20,220,66
GG20,219,67
GG20,218,68
GG20,217,67
GG20,217,68
GG20,218,67
GG20,219,66
GG20,220,65
GG21,156,132
GG21,155,133
GG21,155,132
GG21,155,131
GG21,155,130
GG21,155,129
GG21,154,129
GG21,154,128
GG21,154,127
GG21,154,126
GG21,155,125
GG21,155,124
GG21,154,125
GG21,154,124
GG21,155,123
GG21,155,122
GG21,155,121
GG21,155,120
GG21,155,119
GG21,156,119
GG21,156,118
GG21,157,117
GG21,157,116
GG21,158,116
GG21,158,115
GG21,158,114
GG21,158,113
GG21,158,112
GG21,159,111
GG21,158,111
GG21,157,111
GG21,156,111
GG21,155,111
GG21,154,111
GG21,153,111
GG21,152,111
GG21,151,111
GG21,150,111
GG21,149,111
GG21,148,111
GG21,147,111
GG21,146,111
GG21,145,111
GG21,144,111
GG21,144,110
GG21,143,110
GG21,142,110
GG21,141,110
GG21,140,109
GG21,139,108
GG21,138,107
GG21,137,106
GG21,137,105
GG21,138,106
GG22,301,151
GG22,301,152
GG22,300,152
GG22,299,152
GG22,298,152
GG22,297,152
GG22,296,152
GG22,295,152
GG22,294,152
GG22,293,152
GG22,292,152
GG22,291,152
GG22,290,152
GG22,289,152
GG22,288,152
GG22,287,152
GG22,286,152
GG22,285,152
GG22,284,152
GG22,283,152
GG22,282,152
GG22,281,152
GG22,280,152
GG22,279,152
GG22,278,152
GG22,277,152
GG22,276,151
GG22,275,151
GG22,274,152
GG22,273,152
GG22,272,152
GG22,272,151
GG22,271,151
GG22,270,151
GG22,269,151
GG22,268,151
GG22,267,151
GG22,266,152
GG22,265,152
GG22,264,152
GG22,264,153
GG22,263,153
GG22,262,152
GG22,262,153
GG22,261,153
GG22,261,152
GG22,262,151
GG22,261,150
GG22,261,149
GG22,261,148
GG22,262,147
GG22,262,148
GG23,239,64
GG23,239,63
GG23,239,62
GG23,239,61
GG23,240,60
GG23,240,59
GG23,239,59
GG23,240,58
GG23,240,57
GG23,240,56
GG23,240,55
GG23,240,54
GG23,240,53
GG23,240,52
GG23,240,51
GG23,240,50
GG23,240,49
GG23,241,49
GG23,241,48
GG23,242,49
GG23,243,49
GG23,244,49
GG23,245,49
GG23,246,49
GG23,247,49
GG23,248,49
GG23,249,49
GG23,250,49
GG23,251,49
GG23,252,49
GG23,253,50
GG23,254,50
GG23,253,51
GG23,253,52
GG23,253,53
GG23,253,54
GG23,253,55
GG23,253,56
GG23,253,57
GG23,253,58
GG23,253,59
GG23,253,60
GG23,253,61
GG23,253,62
GG23,254,63
GG23,254,64
GG23,255,65
GG23,254,66
GG23,255,66
GG23,254,65
GG24,240,56
GG24,240,57
GG24,240,58
GG24,240,59
GG24,240,60
GG24,239,59
GG24,239,60
GG24,239,61
GG24,239,62
GG24,239,63
GG24,239,64
GG24,239,65
GG24,238,66
GG24,238,67
GG24,239,68
GG24,240,68
GG24,241,68
GG24,242,68
GG24,243,69
GG24,244,69
GG24,245,69
GG24,246,69
GG24,247,70
GG24,248,70
GG24,248,71
GG24,249,72
GG24,248,72
GG24,249,73
GG24,250,73
GG24,251,73
GG24,252,73
GG24,253,73
GG24,254,72
GG24,254,71
GG24,255,70
GG24,255,69
GG24,255,68
GG24,255,67
GG24,254,66
GG24,255,66
GG24,255,65
GG24,254,64
GG24,253,63
GG24,254,63
GG24,253,62
GG24,253,61
GG24,253,60
GG24,253,59
GG24,253,58
GG24,253,57
GG24,253,56
GG24,253,55
GG24,253,54
GG24,253,53
GG24,253,52
GG24,253,51
GG24,254,50
GG24,253,49
GG24,252,49
GG24,253,50
GG25,114,116
GG25,113,117
GG25,113,116
GG25,114,115
GG25,113,114
GG25,112,114
GG25,112,115
GG25,111,115
GG25,110,115
GG25,109,115
GG25,109,114
GG25,108,115
GG25,108,114
GG25,107,114
GG25,106,114
GG25,105,114
GG25,104,114
GG25,103,113
GG25,102,113
GG25,101,113
GG25,100,113
GG25,99,113
GG25,98,113
GG25,97,113
GG25,96,113
GG25,96,112
GG25,95,112
GG25,94,112
GG25,93,112
GG25,92,112
GG25,91,112
GG25,90,111
GG25,90,112
GG25,89,111
GG25,88,111
GG25,87,111
GG25,86,111
GG25,85,111
GG25,84,111
GG25,84,110
GG25,83,110
GG25,82,110
GG25,81,109
GG25,81,110
GG25,80,109
GG25,79,110
GG25,78,109
GG25,78,110
GG25,77,110
GG25,77,111
GG25,77,112
GG25,76,113
GG25,76,112
GG26,223,126
GG26,223,125
GG26,223,124
GG26,224,124
GG26,224,123
GG26,224,122
GG26,223,122
GG26,223,121
GG26,223,120
GG26,222,120
GG26,222,119
GG26,221,118
GG26,221,117
GG26,221,116
GG26,221,115
GG26,221,114
GG26,220,114
GG26,220,113
GG26,220,112
GG26,220,111
GG26,221,110
GG26,221,109
GG26,220,110
GG26,220,109
GG26,220,108
GG26,220,107
GG26,220,106
GG26,220,105
GG26,220,104
GG26,219,104
GG26,218,103
GG26,219,103
GG26,218,102
GG26,217,101
GG26,217,100
GG26,217,99
GG26,216,99
GG26,215,98
GG26,215,97
GG26,214,98
GG26,213,99
GG26,212,100
GG26,212,99
GG26,211,100
GG26,210,101
GG26,209,101
GG26,209,102
GG26,208,103
GG26,208,104
GG26,208,105
GG26,207,105
GG26,207,106
GG26,206,106
GG26,206,107
GG26,206,108
GG26,205,108
GG26,204,108
GG26,203,109
GG26,202,110
GG26,202,111
GG26,203,110
GG26,204,109
GG27,150,110
GG27,149,111
GG27,150,111
GG27,151,111
GG27,152,111
GG27,153,111
GG27,154,111
GG27,155,111
GG27,156,111
GG27,157,111
GG27,158,111
GG27,159,111
GG27,158,112
GG27,158,113
GG27,159,112
GG27,160,111
GG27,161,111
GG27,162,111
GG27,161,110
GG27,160,110
GG27,161,109
GG27,161,108
GG27,161,107
GG27,161,106
GG27,162,106
GG27,162,105
GG27,162,104
GG27,163,104
GG27,163,103
GG27,163,102
GG27,164,101
GG27,165,100
GG27,165,99
GG27,165,98
GG27,165,97
GG27,166,96
GG27,165,96
GG27,166,95
GG27,167,95
GG27,166,94
GG27,165,93
GG27,164,93
GG27,164,92
GG27,163,91
GG27,162,91
GG27,161,90
GG27,162,90
GG27,161,89
GG27,160,88
GG27,161,88
GG27,160,87
GG27,159,87
GG27,159,88
GG27,158,87
GG27,158,86
GG27,157,86
GG27,156,86
GG27,155,85
GG27,154,84
GG27,154,83
GG27,153,83
GG27,153,82
GG27,152,81
GG27,151,81
GG27,150,80
GG27,151,80
GG27,151,79
GG27,150,79
GG27,150,78
GG27,150,77
GG27,150,76
GG27,150,75
GG27,150,74
GG27,151,73
GG27,152,72
GG27,152,73
GG27,153,72
GG27,154,72
GG27,155,72
GG27,156,72
GG27,157,71
GG27,158,70
GG27,159,69
GG27,159,70
GG27,158,71
GG28,66,157
GG28,65,158
GG28,64,159
GG28,65,159
GG28,64,160
GG28,64,161
GG28,64,162
GG28,64,163
GG28,64,164
GG28,65,165
GG28,65,166
GG28,65,167
GG28,66,167
GG28,66,168
GG28,66,169
GG28,66,170
GG28,65,170
GG28,65,171
GG28,65,172
GG28,65,173
GG28,65,174
GG28,65,175
GG28,65,176
GG28,64,177
GG28,63,178
GG28,62,178
GG28,61,179
GG28,60,179
GG28,59,179
GG28,58,178
GG28,57,177
GG28,57,178
GG28,56,177
GG28,55,177
GG28,55,176
GG28,54,176
GG28,53,175
GG28,52,175
GG28,51,174
GG28,51,175
GG28,50,174
GG28,50,173
GG28,49,173
GG28,49,172
GG28,49,171
GG28,48,171
GG28,47,170
GG28,48,170
GG28,47,169
GG28,48,168
GG28,48,167
GG28,49,166
GG28,50,166
GG28,50,165
GG28,51,165
GG28,51,164
GG28,51,163
GG28,52,162
GG28,53,162
GG28,52,163
GG29,201,111
GG29,200,112
GG29,201,113
GG29,201,112
GG29,200,113
GG29,199,113
GG29,198,113
GG29,197,114
GG29,196,115
GG29,196,114
GG29,197,115
GG29,196,116
GG29,195,116
GG29,194,116
GG29,194,117
GG29,193,117
GG29,192,118
GG29,191,118
GG29,190,118
GG29,189,118
GG29,188,118
GG29,188,119
GG29,187,119
GG29,186,119
GG29,185,119
GG29,184,119
GG29,183,120
GG29,182,120
GG29,182,121
GG29,181,122
GG29,180,122
GG29,181,121
GG29,182,122
GG29,183,123
GG29,183,124
GG29,182,123
GG30,183,177
GG30,183,178
GG30,182,179
GG30,181,180
GG30,181,181
GG30,180,181
GG30,179,182
GG30,179,183
GG30,178,183
GG30,178,184
GG30,178,185
GG30,177,186
GG30,176,187
GG30,177,187
GG30,176,188
GG30,176,189
GG30,176,190
GG30,176,191
GG30,175,192
GG30,175,193
GG30,175,194
GG30,174,195
GG30,174,196
GG30,173,196
GG30,173,197
GG30,173,198
GG30,173,199
GG30,172,199
GG30,172,200
GG30,172,201
GG30,172,202
GG30,171,202
GG30,171,203
GG30,170,204
GG30,170,205
GG30,170,206
GG30,169,207
GG30,169,208
GG30,169,209
GG30,169,210
GG30,169,211
GG30,169,212
GG30,169,213
GG30,170,213
GG30,171,213
GG30,172,213
GG30,173,213
GG30,174,212
GG30,173,212
GG31,245,49
GG31,244,49
GG31,243,49
GG31,242,49
GG31,241,49
GG31,240,49
GG31,240,50
GG31,240,51
GG31,240,52
GG31,240,53
GG31,240,54
GG31,240,55
GG31,240,56
GG31,240,57
GG31,240,58
GG31,240,59
GG31,239,60
GG31,239,61
GG31,239,62
GG31,239,63
GG31,239,64
GG31,239,65
GG31,238,65
GG31,238,66
GG31,238,67
GG31,239,68
GG31,238,69
GG31,238,70
GG31,238,71
GG31,237,72
GG31,237,73
GG31,236,73
GG31,236,74
GG31,236,75
GG31,236,76
GG31,235,77
GG31,235,78
GG31,235,79
GG31,235,80
GG31,235,81
GG31,234,82
GG31,233,82
GG31,234,81
GG31,235,82
GG31,234,83
GG31,234,84
GG31,235,85
GG31,234,85
GG31,235,86
GG31,235,87
GG31,236,87
GG31,236,88
GG31,237,89
GG31,238,89
GG31,238,90
GG31,239,91
GG31,238,91
GG31,239,92
GG31,240,92
GG31,240,93
GG31,240,94
GG31,241,95
GG31,241,96
GG31,240,95
GG32,167,97
GG32,166,96
GG32,166,95
GG32,165,96
GG32,165,97
GG32,165,98
GG32,165,99
GG32,165,100
GG32,164,100
GG32,164,101
GG32,163,102
GG32,164,102
GG32,163,103
GG32,162,104
GG32,163,104
GG32,162,105
GG32,161,106
GG32,162,106
GG32,161,107
GG32,161,108
GG32,161,109
GG32,160,110
GG32,161,110
GG32,162,111
GG32,161,111
GG32,160,111
GG32,159,112
GG32,158,112
GG32,159,111
GG32,158,111
GG32,157,111
GG32,156,111
GG32,155,111
GG32,154,111
GG32,153,111
GG32,152,111
GG32,151,111
GG32,150,111
GG32,149,111
GG32,148,111
GG32,147,111
GG32,146,111
GG32,145,111
GG32,144,110
GG32,144,111
GG32,143,110
GG32,142,110
GG32,141,111
GG32,141,110
GG32,140,109
GG32,139,108
GG32,139,109
GG32,138,108
GG32,138,107
GG32,138,106
GG32,137,105
GG32,137,106
GG32,136,105
GG32,135,104
GG32,134,103
GG32,134,102
GG32,133,101
GG32,132,100
GG32,132,101
GG32,131,100
GG32,130,99
GG32,130,98
GG32,129,97
GG32,130,97
GG32,129,96
GG32,128,96
GG32,128,95
GG32,128,94
GG32,127,93
GG32,126,92
GG32,125,91
GG32,124,90
GG32,123,89
GG32,122,89
GG32,121,89
GG32,121,88
GG32,120,88
GG32,119,88
GG32,118,87
GG32,118,88
GG32,117,87
GG32,116,86
GG32,116,87
GG32,115,86
GG32,114,86
GG32,113,87
GG32,112,86
GG32,112,85
GG32,113,86
GG33,75,102
GG33,75,101
GG33,75,100
GG33,74,99
GG33,74,98
GG33,73,97
GG33,73,96
GG33,73,95
GG33,73,94
GG33,73,93
GG33,73,92
GG33,73,91
GG33,73,90
GG33,73,89
GG33,73,88
GG33,73,87
GG33,74,86
GG33,75,85
GG33,75,84
GG33,75,83
GG33,75,82
GG33,75,81
GG33,75,80
GG33,75,79
GG33,75,78
GG33,76,79
GG33,76,78
GG33,75,77
GG33,74,76
GG33,74,77
GG33,73,76
GG33,72,76
GG33,71,75
GG33,71,74
GG33,70,73
GG33,70,74
GG33,69,73
GG33,69,72
GG33,68,72
GG33,67,71
GG33,66,70
GG33,65,69
GG33,64,68
GG33,64,69
GG33,63,68
GG33,62,67
GG33,62,68
GG33,61,67
GG33,60,67
GG33,60,66
GG33,59,65
